#{"t_start": 1770186661.0609195, "env_id": "None"}
r,l,t
-41.390169,345,22.208097
0.930441,345,42.440121
-78.625326,345,61.553437
-179.859841,345,80.954906
-19.738644,345,100.320206
-37.15122,345,120.561986
-20.758283,345,139.431335
-157.458918,345,159.236206
-139.938354,345,178.963993
-83.007451,345,197.965612
-34.62869,345,217.364995
31.848674,345,237.491346
-88.436753,345,256.330766
-63.960431,345,275.876371
-131.047615,345,332.865302
-112.624249,345,351.808308
-59.529097,345,371.803579
-68.189344,345,391.194186
23.254752,342,410.202341
-141.405478,345,430.0488
-150.438737,345,449.928609
102.620682,345,469.402641
-211.535183,345,489.499521
-89.598294,345,509.291083
-158.441238,345,528.29692
-103.739822,345,548.69283
-136.713667,345,568.144497
-127.572519,345,587.213423
-164.899379,345,643.904337
-131.228931,345,664.230583
-94.318256,345,683.236464
-51.473836,345,703.425319
-193.985936,345,723.32291
-71.726201,345,741.970834
-132.138767,344,761.17246
-104.405069,345,781.867985
-183.452191,345,801.167464
-137.680415,345,820.9893
-173.990377,345,840.733305
-170.128952,345,859.486335
-59.897507,345,879.385468
-119.522309,345,899.079051
-161.783353,345,919.109868
20.367776,345,975.593776
-164.268518,345,996.11883
-4.025339,345,1016.395142
-165.549606,345,1037.025256
-217.5613,345,1057.388177
-215.165635,345,1077.994358
-55.388823,345,1097.028486
-198.555774,345,1117.484139
-223.33471,345,1137.516396
-106.934664,345,1157.05306
-219.790572,345,1176.922138
22.384485,345,1196.786541
-177.176123,345,1216.596827
-53.355466,345,1236.378383
-173.699391,345,1292.963518
-100.530886,345,1313.029405
-110.073511,345,1333.107224
-119.127533,345,1352.950356
-138.076895,345,1372.729412
-129.118883,345,1393.436663
-13.234145,345,1413.266702
-92.71003,345,1434.016567
-139.514967,345,1455.151441
-119.605634,345,1475.864314
-137.361936,345,1495.597484
-78.568179,345,1515.961488
-117.325294,345,1535.428101
-76.182675,345,1555.068122
-41.812822,345,1575.316231
-228.160728,345,1632.727291
-244.991309,345,1652.514105
77.629244,345,1672.51739
-238.092959,345,1693.345267
-175.210581,345,1712.610957
-162.49078,345,1732.959742
-203.287135,345,1753.477512
-16.118079,345,1772.909579
-70.34597,345,1793.286502
-114.106271,345,1813.108534
-47.742842,345,1833.127985
-30.702502,345,1853.18541
-36.34015,345,1873.757006
-135.805848,345,1893.987608
-160.778924,345,1950.692721
-94.078451,345,1970.906287
34.245467,345,1990.423289
-237.07118,345,2011.016121
-135.75001,345,2031.381419
-126.04687,345,2051.192284
-98.462748,345,2071.727288
196.875538,345,2091.50115
-86.086703,345,2112.060941
-87.936302,345,2131.815919
-80.643013,345,2151.570574
-31.30429,345,2171.325054
-69.349264,345,2191.159922
62.881386,345,2211.598216
-50.760603,345,2231.591239
-17.205631,345,2287.987442
23.788006,345,2307.922826
-100.496188,345,2328.203646
-108.207827,345,2348.116729
-123.397676,345,2368.917235
1.437428,345,2388.950796
-192.879311,345,2408.619951
-196.124297,345,2429.02272
-87.931411,345,2449.875648
-120.060946,345,2469.493878
-168.514884,345,2489.458427
-0.172029,345,2511.094493
-33.10313,345,2530.816349
-103.655745,345,2550.93085
-198.226245,345,2607.925219
-81.451904,345,2627.5572
-91.767169,345,2647.928741
-207.940846,345,2668.095844
-167.997593,345,2687.051521
-153.464709,345,2707.534704
-131.365976,345,2728.148507
-95.113967,345,2747.285386
-130.282849,345,2768.059309
-55.44496,343,2788.040208
-124.758077,345,2807.60987
-152.631253,345,2827.941375
-172.523185,345,2847.554426
-121.885151,345,2867.178394
-171.465308,345,2887.218115
-125.263428,345,2943.571642
-54.874344,345,2963.055068
-166.77837,345,2983.12899
-157.670902,345,3003.27112
-228.822901,345,3022.73297
-133.668613,345,3042.908546
-56.469664,345,3063.592899
-112.289014,345,3083.494852
-57.988981,345,3103.717359
-143.494387,345,3124.468813
-145.89593,345,3143.471443
-6.113388,345,3163.378754
-170.093759,345,3182.786482
-62.636613,345,3202.67418
-127.316308,345,3258.845963
-161.039807,345,3279.552738
-57.080695,345,3300.237293
-38.901428,345,3320.400033
-39.087403,345,3340.626342
-113.471186,345,3360.597519
-93.213341,345,3380.001573
-66.904199,345,3399.739091
-124.650588,345,3419.706434
-203.909401,345,3439.231732
48.628076,345,3459.212271
-141.743914,345,3479.464951
-33.67336,345,3498.777693
-248.706699,345,3519.600103
-149.55015,345,3539.732058
-163.618549,345,3596.799033
15.006823,345,3616.970009
278.886544,345,3637.894801
-62.590028,345,3657.56288
-48.116984,345,3677.808992
-52.482082,345,3698.116282
12.31019,345,3717.115755
-113.752386,345,3738.094308
-96.316722,345,3758.572305
-154.408143,345,3777.895894
-24.458935,345,3798.595023
-124.62859,345,3819.004794
-150.083085,345,3838.103882
-144.426448,345,3858.507365
-276.939025,345,3915.19988
-78.067413,345,3935.227208
-122.248491,345,3954.662547
-18.15281,345,3974.859488
-144.694264,345,3994.599903
47.084191,345,4014.905638
-83.631877,345,4034.986073
-197.025457,345,4054.35429
-10.566674,345,4074.436059
-101.545329,345,4095.247144
-187.78699,345,4115.67597
104.635472,345,4135.487003
-136.621198,345,4156.765012
-96.400328,345,4175.460533
-161.849768,345,4195.838498
-196.581896,345,4251.902253
-47.132098,345,4271.894722
-153.217501,345,4292.028537
-177.474179,345,4312.315461
-185.327345,345,4333.330383
-88.201395,345,4352.363781
-107.473725,345,4371.368685
-72.275495,345,4391.535486
4.072456,345,4411.59406
-96.11225,345,4432.133975
-218.073908,345,4452.790701
-139.506703,345,4472.391598
133.493994,345,4492.799324
67.648023,345,4513.217857
-77.537583,345,4570.467868
-130.313587,345,4591.268293
-128.942157,345,4612.019516
-202.659016,345,4632.123081
-28.888948,345,4652.680285
-130.694513,345,4674.295153
-46.171862,345,4694.235766
-8.176721,345,4714.626833
-35.122764,345,4736.063002
-101.934634,345,4756.566782
-78.148002,345,4778.549843
-76.033057,342,4798.616323
-101.948515,345,4817.56955
-44.898374,345,4838.302385
-158.252615,345,4859.383442
-137.368862,345,4916.410145
-103.287298,345,4936.90766
-118.198584,345,4957.005585
-36.91634,345,4976.779382
40.191408,345,4997.591496
-30.139968,345,5018.101118
-69.502498,345,5037.849745
-120.780795,345,5059.342758
-86.106823,345,5080.409375
-40.907755,345,5100.529401
21.90872,345,5121.110941
-120.104112,345,5141.1852
-60.813225,345,5161.761508
-91.392484,345,5182.861799
54.114105,345,5241.001491
-117.572822,345,5260.716454
-21.889394,345,5281.43681
-83.211403,345,5302.443676
-41.766729,345,5322.969931
-167.382865,345,5343.332434
-123.531805,345,5364.082055
-126.619332,345,5384.923727
-6.507549,345,5405.093462
-131.794178,345,5425.072589
-194.69505,345,5445.599692
-102.510066,345,5465.059895
-124.567873,345,5485.91045
-0.69857,345,5507.063543
-24.050189,345,5526.877514
-177.361475,345,5584.097309
-189.137087,345,5604.551778
-52.106577,345,5624.485284
-163.741462,345,5644.794359
-149.854908,345,5665.004067
-90.353121,345,5684.703196
2.364232,345,5704.818948
-82.184796,345,5725.434999
-1.088579,345,5745.367604
-139.704502,345,5765.530097
73.578035,345,5784.8081
-159.275992,345,5805.224197
-201.612213,345,5825.754442
28.556963,345,5846.001327
-118.495709,345,5903.79724
-44.071782,345,5925.444553
-80.022614,345,5946.342371
-213.882209,345,5966.389328
-194.213999,345,5987.183556
-125.704371,345,6006.888088
-45.769594,345,6027.424216
-144.512143,345,6047.871634
18.486372,345,6068.498657
-173.506431,345,6088.66626
-135.013662,345,6109.907473
-91.93247,345,6130.395791
-94.045393,345,6150.610694
-153.431727,345,6171.393751
-149.350564,345,6192.035754
-137.120223,345,6247.778522
-144.74531,345,6268.71656
27.90637,345,6289.520092
-168.059709,345,6309.254053
53.523565,345,6330.458837
-112.521906,345,6351.81765
-180.937272,345,6373.020129
-62.265045,345,6392.741297
-96.894091,345,6413.917816
-112.54272,345,6434.971414
-81.333351,345,6455.463358
-88.603579,345,6475.235725
-101.303817,345,6495.721332
-171.526701,345,6516.330785
-77.219417,345,6573.771075
-157.340252,345,6594.50601
-54.683624,345,6614.984267
2.225892,345,6636.006532
-17.364063,345,6656.861171
-174.660436,345,6676.959573
-159.392412,345,6698.00485
-152.179175,345,6718.660997
-161.650337,345,6738.797343
-146.807848,345,6759.455035
-66.738507,345,6779.878815
-153.872154,345,6799.710965
-136.934883,345,6820.825161
-147.816549,345,6841.390514
-174.866415,345,6861.290126
18.752849,345,6918.838481
17.136644,345,6939.868777
-89.220002,345,6960.383094
-179.149732,345,6981.630326
-105.416803,345,7001.638468
-8.081569,345,7021.836054
-106.169565,345,7043.328059
-177.288795,345,7064.587326
-98.116928,345,7084.693452
