#{"t_start": 1770186661.6390364, "env_id": "None"}
r,l,t
-131.614204,345,21.625031
-154.731329,345,41.870996
63.751348,345,60.976309
-66.82571,345,80.384822
-164.735103,345,99.753004
-140.059451,345,119.990784
-50.237515,345,138.849828
-61.457836,345,158.65736
-88.713224,345,178.384317
-4.52102,345,197.377327
-33.421589,345,216.810875
-114.11881,345,236.920224
-149.571328,345,255.765419
-151.134241,345,275.285779
-108.725996,345,332.284781
-94.031282,345,351.247626
-100.365058,345,371.223532
-43.305283,345,390.613825
-66.12507,345,409.935299
-70.699431,345,429.774799
-139.009833,345,449.6677
-50.91941,345,469.120973
40.220084,345,489.274348
-197.941979,345,509.029293
-122.713771,345,528.030928
-62.036401,344,548.310819
-29.551758,345,567.763393
-35.064789,345,586.812258
-173.797025,345,643.501132
-205.666876,345,663.873882
-39.711482,345,682.826895
-112.782169,345,703.075988
-74.215382,345,722.937214
7.78549,345,741.595459
-93.968964,344,760.778469
-187.057733,345,781.470366
159.429091,345,800.779791
25.005275,345,820.618142
-62.72337,345,840.324561
-151.413135,345,859.125389
-69.894227,345,878.994987
-45.302189,345,898.727238
-172.401074,345,918.70245
-177.472234,345,975.230315
-127.666947,345,995.736186
-187.388915,345,1016.000875
-163.148514,345,1036.654226
-149.669966,345,1057.002343
-113.873543,345,1077.626773
-156.866673,345,1096.608583
-57.013772,345,1117.105581
-55.961979,345,1137.119578
-161.636828,345,1156.646683
-58.905697,345,1176.54268
-221.616503,345,1196.407168
-20.635103,345,1216.190826
-66.701053,345,1235.999506
-54.871365,345,1292.695083
-27.790605,345,1312.637602
-70.377763,345,1332.743266
-157.246065,345,1352.652644
-148.933329,345,1372.391923
-117.621877,345,1393.112269
-168.243631,345,1412.927812
-114.009537,345,1433.686536
-181.535719,345,1454.839166
-19.706298,345,1475.522356
-63.609948,345,1495.325828
-131.640339,345,1515.631068
-43.266055,345,1535.066397
31.286665,345,1554.748717
-83.293674,345,1574.984315
-167.425199,345,1632.363051
-9.965804,1,1632.434844
-43.799864,345,1652.24933
-226.355013,345,1672.213016
-136.864294,345,1693.030254
-127.363022,345,1712.293953
-234.035813,345,1732.696883
-169.585777,345,1753.206986
-102.432657,345,1772.646787
-170.750646,345,1793.000283
-222.759643,345,1812.850559
-169.416814,345,1832.881601
-128.275424,345,1852.986757
-129.161388,345,1873.556553
-126.295385,345,1893.645737
-117.803459,345,1950.382306
-149.546115,345,1970.652812
3.181629,345,1990.120791
-178.708392,345,2010.774615
-142.028132,345,2031.155266
-89.698908,345,2050.964305
-66.304084,345,2071.423287
-2.972717,345,2091.231627
-76.996686,345,2111.831043
-169.806502,345,2131.554358
-182.443086,345,2151.327899
-191.552818,345,2171.04739
-186.303346,345,2190.890534
-67.851058,345,2211.321563
-63.866122,345,2231.341722
-87.55331,345,2287.747849
-79.004859,345,2307.632034
-57.828377,345,2327.92332
-47.11583,345,2347.824564
-104.732934,345,2368.645894
-79.219425,345,2388.693659
-156.80044,345,2408.422117
-161.718043,345,2428.744078
-101.00598,345,2449.607996
-0.066215,345,2469.220726
-47.183209,345,2489.186183
-21.072104,345,2510.846983
-151.810511,345,2530.629803
23.87944,345,2550.71313
-120.861805,345,2607.648354
-155.93506,345,2627.330713
-92.410503,345,2647.611315
-92.911598,345,2667.82313
-125.032743,345,2686.755172
-95.772654,345,2707.327602
-142.507701,345,2727.893345
17.799451,345,2746.994896
-66.938775,345,2767.780843
-46.658106,345,2787.857997
-117.702304,345,2807.41115
-110.702485,345,2827.767194
-84.477684,345,2847.436204
-142.096678,345,2867.121953
-114.075569,345,2887.124668
-87.351467,345,2943.506259
-95.09554,345,2962.939996
-124.428069,345,2982.960617
-123.901281,345,3003.200833
-119.097646,345,3022.560186
-163.364885,345,3042.7299
-92.489115,345,3063.451839
-15.337499,345,3083.314694
-163.849091,345,3103.665248
7.734623,345,3124.471388
-118.854707,345,3144.076615
-85.680865,345,3163.319041
100.429727,345,3182.778658
-195.950247,345,3202.591987
-59.969537,345,3258.828316
-57.618523,345,3279.544292
-174.858285,345,3300.159886
-157.98851,345,3320.376294
-49.092151,345,3340.548542
-100.575647,345,3360.566492
-95.20709,345,3379.937419
-118.699003,345,3399.69693
-186.344536,345,3419.606185
99.806951,345,3439.145736
-199.909194,345,3459.13611
-187.397797,345,3479.376577
-88.487755,345,3498.71815
-96.845047,345,3519.606395
-87.399451,345,3539.624985
8.942085,345,3596.672241
-91.219336,345,3616.858232
-61.272417,345,3637.807943
-167.639501,345,3657.447336
-130.29534,345,3677.705328
105.718951,345,3697.979535
-83.911715,345,3717.063917
-156.488617,345,3738.135645
-187.059181,345,3758.569982
-72.678668,345,3777.733897
-149.998497,345,3798.481871
-124.335714,345,3818.88677
-268.197041,345,3838.096325
-109.489922,345,3858.404251
-82.133783,345,3915.125922
-129.065743,345,3935.118585
-186.492546,345,3954.541809
-152.146078,345,3974.745133
-48.485605,345,3994.494963
-194.538524,345,4014.808181
120.712917,345,4034.928306
-118.322445,345,4054.251596
-10.017757,1,4054.338278
-123.9686,345,4074.507869
-139.051801,345,4095.408638
-112.319427,345,4115.669526
162.868168,345,4135.629812
5.595013,345,4156.761989
-50.659862,345,4176.262485
54.757911,345,4195.873504
-14.577077,345,4251.926765
-100.636709,345,4272.003501
-246.676536,345,4292.159494
-46.664467,345,4312.319878
-175.889967,345,4333.445066
-175.999205,345,4352.362162
-155.991394,345,4371.486651
-155.741009,345,4391.692707
-226.196334,345,4411.566127
-53.087518,345,4432.224464
-137.501919,344,4452.705698
100.04904,345,4472.385136
-156.667549,345,4492.680335
-109.69193,345,4513.103553
-191.587365,345,4570.413413
-104.355303,345,4591.164577
-129.122239,345,4611.922992
-56.023732,345,4632.055912
-245.815629,345,4652.752995
-151.140349,345,4674.328074
-214.546977,345,4694.152669
-124.53659,345,4714.61167
82.839335,345,4736.006788
-122.079512,345,4756.613791
-159.113764,345,4778.553078
-219.934452,345,4798.907645
-135.075629,345,4817.723171
-64.095735,345,4838.603254
-138.606028,345,4859.575813
-85.277646,345,4916.776188
31.400567,345,4937.087442
-119.57546,345,4957.38892
-146.074168,345,4976.978001
-442.780202,345,4997.81016
-62.250368,345,5018.54021
-66.764384,345,5038.212468
-174.481337,345,5059.547303
-139.478578,345,5080.748536
-213.630187,345,5100.727732
-86.640171,345,5121.373995
107.463242,345,5141.60462
-168.545202,345,5162.159912
-12.373828,345,5183.200286
-172.631909,345,5241.234663
-127.961872,345,5260.971711
-147.61385,345,5281.810284
-21.118521,345,5302.665097
-10.051483,345,5323.301873
-83.666397,345,5343.547312
-75.780499,345,5364.535828
-24.145835,345,5385.190928
-10.845661,345,5405.321675
-63.141642,345,5425.197884
-135.824806,345,5445.733793
-142.103851,345,5465.185729
-86.228335,345,5486.028556
-74.640643,345,5507.328942
-56.23408,345,5526.986401
-171.264602,345,5584.342438
-149.143197,345,5604.669428
-122.696266,345,5624.823032
-51.952305,345,5644.946189
-129.705996,345,5665.140193
-89.317256,345,5684.973941
-91.091183,345,5704.917685
-202.180603,345,5725.580114
-87.205148,345,5745.485559
-114.536815,345,5765.709457
-114.956987,345,5784.975236
-80.05301,345,5805.443613
-31.566612,345,5826.034399
-53.572297,345,5846.366494
-16.696651,345,5904.093892
-216.372856,345,5925.714301
-71.476159,345,5946.59657
-85.897315,345,5966.605788
-74.895233,345,5987.483619
-98.639176,345,6007.123434
-54.82522,345,6027.683109
-142.407681,345,6047.99111
-82.235231,345,6068.780771
-180.65813,345,6088.890403
-186.140878,345,6110.02317
-161.636791,345,6130.626727
24.251535,345,6150.863884
-132.031354,345,6171.677947
-15.362989,345,6192.149343
-101.707739,345,6247.904385
-49.608142,345,6268.817435
-78.877099,345,6289.624548
-126.646425,345,6309.397571
-143.311296,345,6330.822328
-127.098924,345,6351.955725
-105.208165,345,6373.248315
-78.171323,345,6392.961176
-24.346806,345,6414.041509
-171.75485,345,6435.294207
17.369989,345,6455.630836
-119.692834,345,6475.442543
-149.430893,345,6495.881001
-211.517186,345,6516.618826
11.372399,345,6574.017171
20.499375,345,6594.832189
122.452749,345,6615.197237
-77.833078,345,6636.323955
-60.982122,345,6657.153352
-69.924973,345,6677.211863
-157.430452,345,6698.205431
-201.965973,345,6718.927274
29.559231,345,6738.973479
-5.171867,345,6759.755928
38.716335,345,6780.22373
-106.445596,345,6800.019373
-185.310379,345,6821.082852
-117.44196,345,6841.829299
-207.230225,345,6861.655695
-137.803967,345,6919.067599
-57.130413,345,6940.127539
-37.340943,345,6960.578829
-191.074901,345,6981.855069
-129.249629,345,7002.030634
-58.508949,345,7022.239543
-191.285573,345,7043.654151
-168.420404,345,7064.815232
-137.206523,345,7085.055777
-70.317442,345,7106.025384
-222.5706,345,7126.547895
-224.787256,345,7147.001166
-188.637198,345,7167.598189
-10.756391,345,7188.367077
109.204709,345,7245.221926
35.687836,345,7266.284098
40.197823,345,7287.045521
-1.639364,345,7306.814407
-111.122927,345,7327.414097
-160.636562,345,7348.396591
28.461771,345,7368.283337
-175.622266,345,7389.501223
-168.961805,345,7410.493864
-38.517244,345,7431.415863
-71.198158,345,7451.232602
-1.293382,345,7472.295035
-87.610771,345,7493.001645
-128.396669,345,7513.449911
-130.532055,345,7533.57382
-92.28707,345,7591.261818
-113.48042,345,7611.93641
-155.767509,345,7633.609755
-113.815615,345,7654.754517
-142.596516,345,7675.248148
-115.145551,345,7696.212519
-66.149361,345,7717.548726
-91.549969,345,7737.322551
-58.658592,345,7758.214634
-127.434939,345,7779.077756
-5.70513,345,7799.200459
-51.341614,345,7820.284781
-163.451732,345,7840.70301
-65.204516,345,7861.137473
-115.069357,345,7917.635861
25.367648,345,7937.889625
-195.255019,345,7958.014953
-52.451751,345,7979.258376
-91.731873,345,8000.135606
-151.302745,345,8019.960579
-82.546965,345,8041.134688
-66.80909,345,8061.159008
-182.527175,345,8081.247683
-173.567125,345,8102.331639
-85.699226,345,8123.587176
-70.22004,345,8143.741063
197.020948,345,8165.055383
-125.404165,345,8186.548421
-126.286355,345,8207.602425
-98.887357,345,8264.672107
-23.527982,345,8286.321606
-106.762432,345,8306.516546
250.127526,345,8326.79385
-144.970038,345,8346.80211
-137.352906,345,8366.940319
-116.206126,345,8387.56459
-55.208581,345,8408.582394
-140.661895,345,8429.212006
-163.339396,345,8449.681992
-91.005037,345,8471.405228
-38.512444,343,8491.743275
-125.862998,345,8512.484862
-19.682625,345,8532.83594
-187.521532,345,8591.415004
-185.303548,345,8611.855695
-97.15638,345,8632.792221
-63.612578,345,8654.07785
-21.122048,345,8675.112725
-71.765353,345,8696.465299
-107.863564,345,8717.899402
316.648796,345,8738.32208
48.51207,345,8759.080108
-64.042567,345,8779.889939
-83.881372,345,8799.66107
-115.883135,345,8821.24525
-76.251249,345,8842.426955
-152.187552,345,8863.08804
-215.319333,345,8884.112159
-133.755551,345,8942.077486
-98.51188,345,8962.138531
-18.297305,345,8983.493659
-0.812523,345,9004.323277
-127.520241,345,9024.806684
-139.975351,345,9045.818518
-16.690999,345,9067.406665
-60.566479,345,9087.468658
-216.781865,345,9108.121203
-82.235231,345,9129.059694
-141.006164,345,9149.130925
-79.942274,345,9169.858043
-6.362571,345,9190.956858
-111.384269,345,9211.431839
-86.512961,345,9269.497133
-28.136895,345,9290.8012
-15.639229,345,9311.401057
-104.608031,345,9333.31354
-179.945383,345,9355.153721
-126.299714,345,9376.014185
-20.256535,345,9397.337701
-30.351565,345,9418.13873
-48.298948,345,9438.925578
-62.967185,345,9460.747648
-168.297521,345,9482.176751
-93.140305,345,9502.796935
-37.209937,345,9523.766687
8.858682,345,9545.314538
-49.306242,345,9565.96992
-13.80051,39,9568.652089
-72.068082,345,9625.726365
-81.335652,345,9647.326536
-180.886616,345,9668.359265
-0.986237,345,9688.854765
-36.371065,345,9710.085711
0.468979,345,9731.6319
-187.881807,345,9752.371337
-86.228691,345,9774.083467
-135.474933,345,9795.573488
-180.70353,345,9816.510755
2.621385,345,9837.932721
-113.636934,345,9859.100817
-190.00662,345,9879.810675
-59.670388,345,9901.192697
