#{"t_start": 1770032551.6979103, "env_id": "None"}
r,l,t
-182.613976,345,15.404147
-45.909638,345,27.137429
-98.091036,345,39.444073
15.322243,345,51.435994
18.565079,345,63.503921
-202.253859,345,76.351654
-120.25239,345,88.359783
-89.874785,345,100.863762
-95.503805,345,113.318488
-79.00691,345,125.485665
-88.05959,345,137.608878
-60.414658,345,150.444123
-91.539588,345,162.315071
-67.183339,345,174.846359
-174.849062,345,220.081795
-24.507698,345,231.611973
-127.185493,345,243.737347
-230.899873,345,256.913666
-99.52528,345,269.069704
-119.472146,345,281.197784
-82.932219,345,293.27419
-81.334499,345,305.325763
-61.651635,345,318.20896
-105.868176,345,332.985844
-223.871399,345,347.344978
-124.231048,345,362.855753
-100.891607,345,376.664175
-71.34271,345,390.634469
-28.957418,345,460.899803
-4.691251,345,476.484896
-112.813395,345,489.724107
-191.065415,345,503.417313
-72.142748,345,517.386233
-23.286117,345,529.821601
-3.65365,345,542.004275
-45.981379,345,556.13928
-32.428506,345,569.521235
37.536104,345,581.979894
-56.039268,345,594.305574
-133.873028,345,607.052866
97.21969,345,619.670782
-51.944094,345,633.936242
-262.147267,345,646.17765
-50.153782,345,693.884879
-49.081579,345,705.822104
-147.641221,345,717.921453
-76.70665,345,730.412389
-128.351672,345,743.924525
-33.002277,345,756.421138
-31.519147,345,768.997383
11.97409,345,781.888834
-153.935339,345,795.02603
-53.033182,345,807.521182
-49.355817,345,821.214785
-26.447363,345,834.351671
19.72601,345,847.001453
-177.359729,345,859.751547
-86.735251,345,905.410912
-36.624731,345,917.918527
-41.904666,345,931.101105
-90.824622,345,943.968552
-55.18506,345,956.921008
-190.626343,345,970.721901
-92.522311,345,983.552385
49.3739,345,997.246421
-141.013998,345,1010.624151
26.552751,345,1023.164174
-2.201526,345,1044.721036
-247.780234,345,1066.997984
-58.819179,345,1080.164813
-109.92621,345,1092.051074
-76.620152,345,1105.247005
-1.975358,345,1158.114162
-67.825114,345,1169.867693
-132.376842,345,1182.042564
-99.403322,345,1194.37892
-52.853608,345,1206.737707
