month,pnl,max_drawdown,trades,investment,avg_pnl,roi_pct
2025-01,723125.21,108777.43,1129,1000000.0,31440.23,72.31
2025-02,135611.01,116699.4,1168,1000000.0,6780.55,13.56
2025-03,52771.16,98063.54,916,1000000.0,2777.43,5.28
2025-04,5835.83,162146.83,945,1000000.0,307.15,0.58
2025-05,380254.84,134586.57,1563,1000000.0,18107.37,38.03
2025-06,-86482.35,135266.93,601,1000000.0,-4118.21,-8.65
2025-07,375652.31,153508.37,1197,1000000.0,19771.17,37.57
