total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
1586768.01,158.68,11174.42,162146.83,50.0,53.0,7519,3.1762
