episode,date,pnl,max_drawdown,peak_pnl,trades,investment,total_reward,return_pct
1,2025-01-01,-15866.2,36799.73,15072.79,9,1000000.0,-103.6783,-1.5866
2,2025-01-02,30489.77,18592.09,47654.63,18,1000000.0,-21.207,3.049
3,2025-01-03,48925.83,35648.49,52777.91,77,1000000.0,-1.0987,4.8926
4,2025-01-06,149808.37,97358.45,176101.15,94,1000000.0,80.5002,14.9808
5,2025-01-07,24749.55,33550.91,31587.72,121,1000000.0,36.1813,2.475
6,2025-01-08,50795.43,51801.7,81073.87,23,1000000.0,210.3699,5.0795
7,2025-01-09,33541.32,49552.89,55307.28,108,1000000.0,107.6745,3.3541
8,2025-01-10,15378.59,50643.05,58472.16,41,1000000.0,94.0735,1.5379
9,2025-01-13,33791.04,26849.52,59730.95,33,1000000.0,-36.7732,3.3791
10,2025-01-14,-47683.9,53549.36,85.21,124,1000000.0,-192.2523,-4.7684
11,2025-01-15,6197.2,38148.38,36323.75,34,1000000.0,30.7212,0.6197
12,2025-01-16,8858.08,42350.92,37575.63,9,1000000.0,-104.7866,0.8858
13,2025-01-17,1646.19,32523.66,16066.02,46,1000000.0,-60.8815,0.1646
14,2025-01-20,-3215.35,4323.97,566.01,6,1000000.0,-37.4104,-0.3215
15,2025-01-21,220674.13,108777.43,260686.04,65,1000000.0,217.9329,22.0674
16,2025-01-22,79496.31,71459.39,133497.71,69,1000000.0,63.6249,7.9496
17,2025-01-23,5427.55,40981.7,18526.99,18,1000000.0,-4.6004,0.5428
18,2025-01-24,43622.46,39000.21,77331.23,51,1000000.0,101.9735,4.3622
19,2025-01-27,26479.76,38301.17,54079.21,86,1000000.0,23.5615,2.648
20,2025-01-28,-7320.27,13907.71,6078.58,41,1000000.0,-28.7898,-0.732
21,2025-01-29,17007.06,17753.08,17030.02,2,1000000.0,131.171,1.7007
22,2025-01-30,-11012.62,49201.37,4035.38,42,1000000.0,-106.5281,-1.1013
23,2025-01-31,11334.91,22714.25,20904.04,12,1000000.0,-8.2714,1.1335
24,2025-02-01,13349.8,18.65,13368.45,2,1000000.0,192.4615,1.335
25,2025-02-03,5541.34,21267.09,21280.47,87,1000000.0,-8.3668,0.5541
26,2025-02-04,11292.62,9506.36,12970.64,17,1000000.0,0.9049,1.1293
27,2025-02-05,16772.01,53942.81,18699.02,198,1000000.0,-70.5518,1.6772
28,2025-02-06,-27562.83,91602.55,23108.27,46,1000000.0,-77.1733,-2.7563
29,2025-02-07,57498.9,69059.0,126557.9,71,1000000.0,281.971,5.7499
30,2025-02-10,9799.63,45568.47,50595.23,64,1000000.0,65.924,0.98
31,2025-02-11,123011.13,92425.12,188072.4,127,1000000.0,342.0497,12.3011
32,2025-02-12,10626.23,13606.52,18471.77,10,1000000.0,57.6134,1.0626
33,2025-02-13,430.49,3875.57,4306.06,2,1000000.0,3.1201,0.043
34,2025-02-14,49795.72,59764.94,69004.81,54,1000000.0,10.186,4.9796
35,2025-02-17,-9883.31,11268.53,1148.09,4,1000000.0,-78.3563,-0.9883
36,2025-02-18,-49870.89,70286.29,20415.4,71,1000000.0,-140.7799,-4.9871
37,2025-02-19,-23221.23,29273.2,0.0,4,1000000.0,-158.985,-2.3221
38,2025-02-20,-17014.22,35689.16,6146.12,17,1000000.0,-116.4319,-1.7014
39,2025-02-21,-37233.94,116699.4,43633.9,54,1000000.0,-23.8376,-3.7234
40,2025-02-24,-39547.37,60098.82,0.0,133,1000000.0,-171.9555,-3.9547
41,2025-02-25,-3200.27,7444.0,1816.35,31,1000000.0,-92.8265,-0.32
42,2025-02-27,-50674.37,109312.66,33830.75,105,1000000.0,-136.0314,-5.0674
43,2025-02-28,95701.57,95049.58,130306.2,71,1000000.0,16.0055,9.5702
44,2025-03-03,-51021.04,90004.21,20657.96,33,1000000.0,-76.3192,-5.1021
45,2025-03-04,-19072.08,22444.0,566.6,12,1000000.0,-152.4857,-1.9072
46,2025-03-05,-11485.29,31073.61,18237.06,9,1000000.0,-71.6714,-1.1485
47,2025-03-06,14242.3,4744.17,14896.8,8,1000000.0,186.5075,1.4242
