total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
-9118544.3,-911.85,-64215.1,403990.22,20.42,49.8,7072,-10.7587
