total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
-9542731.17,-954.27,-67202.33,679329.21,21.13,76.7,10888,-10.903
