month,pnl,max_drawdown,trades,investment,avg_pnl,roi_pct
2025-01,-545213.4,368669.54,2025,1000000.0,-23704.93,-54.52
2025-02,-932606.91,391925.13,1696,1000000.0,-46630.35,-93.26
2025-03,-1606255.26,280647.57,1282,1000000.0,-84539.75,-160.63
2025-04,-2306541.37,679329.21,1365,1000000.0,-121396.91,-230.65
2025-05,-2045140.1,353104.26,2395,1000000.0,-97387.62,-204.51
2025-06,-1394503.5,306593.21,1074,1000000.0,-66404.93,-139.45
2025-07,-712470.63,247680.15,1051,1000000.0,-37498.45,-71.25
