total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
-11415811.75,-1141.58,-46031.5,636257.45,24.6,31.5,7811,-8.8567
