#{"t_start": 1773904351.9415987, "env_id": "None"}
r,l,t
-7.221018,1110,44.919392
-15.667259,1470,96.732646
-19.260233,1470,136.701912
-9.128104,1470,261.3645
-17.686139,1095,300.47586
-7.504421,1470,352.142198
-13.770491,1470,389.149149
-7.331556,1470,524.042235
-5.759384,1095,563.463423
-17.455071,1470,609.468395
-156.445354,1470,743.539333
-5.571081,1095,783.967993
-8.774042,1470,835.195226
-8.183102,1470,871.870852
-5.324369,1110,988.614933
-9.548436,1470,1041.827891
-7.821251,1470,1088.108562
-17.505334,1110,1114.666285
-7.889445,1469,1267.336575
-7.870227,1470,1318.482925
-7.804422,1470,1354.003202
-8.3836,1110,1388.772455
-7.746053,1470,1540.519705
-20.690911,1470,1580.74309
-7.257929,1470,1620.707885
-7.887989,1470,1772.800509
-852.366005,1530,1817.231656
-4.777263,720,1834.430227
-8.582178,1470,1881.187435
-8.406291,1470,2036.593778
-5.913,1095,2064.390992
-7.154218,1470,2106.718003
-10.749024,1470,2160.507395
-10.892813,1470,2296.654302
-194.979078,1095,2323.193461
-8.183102,1470,2375.288504
-10.892813,1470,2510.590499
-10.749024,1470,2550.034713
-6.824629,1470,2595.3151
-7.965095,1470,2648.963937
-10.22321,1470,2786.512743
-10.749024,1470,2829.8313
-9.470656,1470,2883.33784
-7.520557,1470,8922.341098
-7.284846,1110,8962.63675
