#{"t_start": 1770106551.6708045, "env_id": "None"}
r,l,t
-96.847345,345,17.467323
-54.742547,345,28.898145
-195.101242,345,39.713955
-133.290543,345,50.169097
-113.09404,345,60.971827
-162.695921,345,71.800209
-56.092269,345,83.15731
-129.278168,345,93.997554
-296.703749,345,104.926591
-48.022321,345,116.026377
-197.508396,345,127.17331
-205.172219,345,138.021998
-300.993513,345,149.228145
-269.97889,345,160.182708
-107.501944,345,202.282395
-236.029625,345,212.706017
-157.091279,345,223.343982
-179.98477,345,234.20728
-204.334514,345,244.76275
-21.264059,345,255.68449
-219.619583,345,267.007263
-2.528731,345,277.92573
-190.834462,345,289.088652
-217.525643,345,300.236726
-73.207813,345,310.812739
-157.892395,345,321.649959
-100.821087,345,332.91997
-16.720132,345,343.507044
-13.50865,345,385.655637
-130.195798,345,396.541612
-184.670581,345,407.022091
-53.213722,345,417.784304
-298.966427,345,428.465403
-277.701543,345,438.798601
-125.705908,345,450.012887
17.706103,345,460.883431
-273.763365,345,471.680336
-37.690562,345,482.869424
-293.379245,345,493.607147
-226.117957,345,504.549846
-121.609663,345,515.643282
-6.388422,345,526.380473
-192.367938,345,537.331296
-156.553516,345,579.396695
-264.835292,345,589.959057
-249.257413,345,600.625856
-250.57872,345,611.286784
-213.017835,345,621.910825
-101.564497,345,632.636578
-105.658655,345,643.371368
-79.014661,345,654.422827
-10.021203,1,654.516301
-188.970634,345,665.516696
-70.303381,345,676.126839
-177.788601,345,687.354426
-57.023217,345,698.325585
-55.467023,345,708.89627
-190.497648,345,720.018954
-199.422237,345,761.858764
-206.327593,345,772.573707
-116.368305,345,783.32923
-186.761994,345,794.005529
-263.803439,345,804.696419
-20.409298,345,815.471575
-100.486402,345,826.336324
-145.682004,345,837.397017
-98.461456,345,848.694471
-138.664354,345,859.6215
-153.279431,345,870.695841
-86.065806,345,881.683722
-184.653633,345,893.603797
-16.30802,345,904.431482
-199.349816,345,915.563728
-128.188625,345,957.505485
-233.989473,345,968.024213
-102.62217,345,978.938307
-202.751841,345,989.749346
-265.355289,345,1000.249721
-110.160972,345,1010.987403
15.668338,345,1022.220467
-116.625151,345,1033.113133
-244.605041,345,1044.454559
-198.183435,345,1055.223677
-29.916769,345,1066.217695
21.283728,345,1077.568407
-168.691539,345,1088.677556
-256.991683,345,1099.607298
-144.427477,345,1142.293866
-6.844245,345,1153.37937
-189.335456,345,1165.865975
-214.93512,345,1176.684707
-202.250026,345,1187.698234
-57.285087,345,1198.889085
-43.296144,345,1209.646605
-89.889827,345,1220.748146
-212.304797,345,1231.927408
-231.32533,345,1242.760621
-185.796109,345,1254.18101
-223.19584,345,1265.172691
-221.804371,345,1276.169041
-32.994762,345,1287.331404
-146.979248,345,1299.779603
-36.019483,345,1341.892756
-184.161356,345,1352.802644
-211.292173,345,1363.455675
-213.692684,345,1374.375672
-185.491762,345,1385.110356
-136.025657,345,1395.804379
-29.563029,345,1406.796253
-98.768806,345,1417.73642
-112.189262,345,1428.780126
55.447293,345,1440.233439
-218.465003,345,1451.146286
-171.059832,345,1461.943757
-183.890552,345,1472.993028
-227.117267,345,1483.937299
-173.308197,345,1526.324121
-223.734658,345,1536.754937
-216.856249,345,1547.453358
-185.74802,345,1558.540459
-46.33835,345,1569.094295
-242.574955,345,1580.005407
-176.450686,345,1591.51779
-249.124326,345,1602.255491
-192.610257,345,1613.701388
-107.787639,345,1624.764654
-20.148024,345,1635.504167
-210.446403,345,1646.916601
-193.318691,345,1657.779108
-118.010305,345,1668.805731
-47.843319,345,1680.391699
-119.299905,345,1722.501351
-296.191965,345,1733.448912
-223.352354,345,1744.398757
91.246856,345,1755.17168
-110.480369,345,1766.279705
-170.309865,345,1777.360973
-240.085591,345,1788.29841
-133.584203,345,1799.704207
-228.155947,345,1810.646815
-279.981629,345,1821.560912
-98.701071,345,1832.650521
-171.154856,345,1843.50627
-184.949876,345,1854.743332
-47.902261,345,1865.714806
166.643773,345,1907.921619
-186.660108,345,1918.745099
-141.79074,345,1929.573654
