#{"t_start": 1770106551.7331786, "env_id": "None"}
r,l,t
-81.245211,345,17.389202
-124.604645,345,28.835771
-1.16812,345,39.648069
-152.934036,345,50.114795
-232.912931,345,60.926011
-121.232645,345,71.747747
-97.46757,345,83.092513
-167.438536,345,93.932154
-88.431768,345,104.875523
-37.048409,345,115.96912
-115.835425,345,127.104647
-85.757215,345,137.965218
-148.665691,345,149.188973
-73.760149,345,160.119334
-327.903992,345,202.217508
-182.354688,345,212.642637
-56.604696,345,223.30073
-22.718507,345,234.140391
-54.264735,345,244.698363
-225.930825,345,255.644353
-266.400518,345,266.95454
-43.600781,345,277.885984
-212.883513,345,289.037983
-79.848842,345,300.178955
-189.976721,345,310.758522
-176.199882,345,321.590121
-118.178313,345,332.856008
-221.8139,345,343.467607
-161.770681,345,385.597814
-241.646897,345,396.48579
-89.249872,345,406.957176
-132.882626,345,417.739128
-290.478463,345,428.405586
-197.534324,345,438.748405
-207.347087,345,449.952088
0.3752,345,460.817044
-220.597952,345,471.619473
-246.731875,345,482.80253
-104.29522,345,493.540765
-511.155856,345,504.489984
-141.512615,345,515.586457
-294.667225,345,526.307014
-41.34886,345,537.248774
-289.059473,345,579.3475
-91.14202,345,589.922051
-139.77169,345,600.570056
-131.081149,345,611.237389
-158.206716,345,621.85557
-114.216108,345,632.595876
-60.446512,345,643.301601
-274.477211,345,654.355926
-78.8214,345,665.327985
-316.884902,345,675.952106
-77.009813,345,687.179982
20.443417,345,698.159378
-256.029601,345,708.73144
-150.272666,345,719.855924
-194.047288,345,761.680714
-133.631876,345,772.39008
-134.265292,345,783.167583
-101.631196,345,793.837334
-51.710276,345,804.520949
-137.410508,345,815.303287
-219.252447,345,826.167597
-150.074948,345,837.221198
-20.697713,345,848.51156
-127.331305,345,859.465946
-199.561506,345,870.525485
-230.810873,345,881.507633
-64.468543,345,893.430215
-183.071198,345,904.246992
-255.539323,345,915.400461
-176.80572,345,957.357429
-60.511296,345,967.841146
28.066518,345,978.763834
-142.014,345,989.590969
-185.543394,345,1000.077218
-93.910267,345,1010.816576
-30.282114,345,1022.05559
-181.952237,345,1032.940806
-222.812251,345,1044.282116
-88.889032,345,1055.057854
-248.125573,345,1066.038377
-231.867768,345,1077.398633
-180.445339,345,1088.52568
-25.499135,345,1099.421735
-270.358698,345,1142.124082
-185.510503,345,1153.204801
-141.416157,345,1165.671359
-53.315657,345,1176.514461
-140.127947,345,1187.538907
-197.51984,345,1198.733032
-94.266108,345,1209.489087
-199.305956,345,1220.566812
-49.102954,345,1231.774615
-130.477972,345,1242.596695
-413.8063,345,1254.011739
-249.372229,345,1265.012354
-169.70063,345,1276.00703
-208.6717,345,1287.147949
-232.548627,345,1299.597814
-228.732501,345,1341.728779
-137.895142,345,1352.634047
-177.274124,345,1363.302537
-146.116755,345,1374.211788
-164.986891,345,1384.939399
-121.940915,345,1395.630292
-236.784684,345,1406.624802
-158.853952,345,1417.542702
-160.198717,345,1428.623064
-324.723599,345,1440.055364
-243.414716,345,1450.984821
-213.632921,345,1461.753613
-136.172754,345,1472.837764
-159.913417,345,1483.781389
-145.977455,345,1526.164169
-283.726837,345,1536.608431
-123.084591,345,1547.299774
-166.570114,345,1558.386336
-131.99922,345,1568.943276
-132.017629,345,1579.846922
-34.532448,345,1591.351101
-5.611654,345,1602.117589
-87.426231,345,1613.542083
-213.034235,345,1624.587656
-265.987466,345,1635.359046
-205.263009,345,1646.755048
-66.104466,345,1657.632158
-155.04124,345,1668.65967
-234.524034,345,1680.239362
-194.420047,345,1722.349221
-514.351368,345,1733.266766
-154.996536,345,1744.234397
-244.033144,345,1755.01438
-66.401293,345,1766.126365
-151.64111,345,1777.209498
-82.104662,345,1788.144278
-104.090221,345,1799.546794
-97.90768,345,1810.498355
38.746171,345,1821.403431
-194.393355,345,1832.483392
-113.955487,345,1843.352705
-227.394701,345,1854.590978
-227.138763,345,1865.546542
-152.235608,345,1907.761102
-144.134675,345,1918.593823
44.976499,345,1929.428221
-3.57178,345,1940.158445
-88.308252,345,1951.353839
-154.195295,345,1961.747163
94.492135,345,1972.621697
-147.672262,345,1983.876616
-221.874759,345,1994.853851
-88.174066,345,2006.56862
-98.113911,345,2017.724793
60.70687,345,2028.668707
