episode,date,pnl,max_drawdown,peak_pnl,trades,investment,total_reward,return_pct
1,2025-01-01,-63489.53,97955.86,23684.66,9,1000000.0,-74.897,-6.349
2,2025-01-02,166284.61,69379.68,187807.37,9,1000000.0,159.6808,16.6285
3,2025-01-03,-65778.81,182994.23,37815.2,18,1000000.0,-123.601,-6.5779
4,2025-01-06,255736.21,119782.24,282071.03,9,1000000.0,764.3544,25.5736
5,2025-01-07,-3330.88,120231.37,74013.59,9,1000000.0,-70.7366,-0.3331
6,2025-01-08,4766.66,256912.65,97326.34,18,1000000.0,-51.525,0.4767
7,2025-01-09,-138452.75,206242.35,43861.83,18,1000000.0,-116.3933,-13.8453
8,2025-01-10,-131754.95,212673.94,44084.88,18,1000000.0,-84.5626,-13.1755
9,2025-01-13,-67917.92,132782.25,5352.87,18,1000000.0,-157.3871,-6.7918
10,2025-01-14,-69210.88,85088.9,11631.98,18,1000000.0,-185.6164,-6.9211
11,2025-01-15,-42551.48,131804.94,65156.52,15,1000000.0,-52.5791,-4.2551
12,2025-01-16,-48584.54,98031.56,6410.62,9,1000000.0,-401.3667,-4.8585
13,2025-01-17,-167983.35,227351.98,0.0,18,1000000.0,-160.5933,-16.7983
14,2025-01-20,10048.12,48198.29,53444.13,11,1000000.0,22.4742,1.0048
15,2025-01-21,178700.25,170080.8,218712.2,31,1000000.0,609.2559,17.87
16,2025-01-22,-32162.48,194825.88,112158.65,18,1000000.0,-48.8338,-3.2162
17,2025-01-23,-32478.9,123513.57,78987.1,9,1000000.0,-55.3042,-3.2479
18,2025-01-24,-92046.37,176114.18,42866.08,18,1000000.0,-91.2409,-9.2046
19,2025-01-27,18431.05,71471.46,47684.42,9,1000000.0,17.5118,1.8431
20,2025-01-28,-48001.04,147478.76,80996.58,18,1000000.0,4.0728,-4.8001
21,2025-01-29,-56293.26,198931.12,131989.75,9,1000000.0,-47.3215,-5.6293
22,2025-01-30,-18244.49,135471.82,18767.72,18,1000000.0,-78.4167,-1.8244
23,2025-01-31,90649.5,54197.42,96876.74,9,1000000.0,342.5363,9.065
24,2025-02-01,-230795.26,452859.59,209232.87,18,1000000.0,-91.3009,-23.0795
25,2025-02-03,-145803.35,171084.21,9723.58,18,1000000.0,-209.7836,-14.5803
26,2025-02-04,65598.36,78858.59,82378.51,18,1000000.0,-24.4609,6.5598
27,2025-02-05,-20407.7,129957.36,10557.56,18,1000000.0,-304.5932,-2.0408
28,2025-02-06,-25176.36,86684.13,27088.27,12,1000000.0,-87.9371,-2.5176
29,2025-02-07,28351.72,238493.33,194387.76,18,1000000.0,95.4426,2.8352
30,2025-02-10,-2879.53,58322.63,42983.45,9,1000000.0,33.9663,-0.288
31,2025-02-11,74962.1,92425.63,140023.88,27,1000000.0,19.4031,7.4962
32,2025-02-12,-235129.66,356412.04,99764.04,18,1000000.0,-58.4748,-23.513
33,2025-02-13,-201094.26,228043.2,15067.66,9,1000000.0,-167.9103,-20.1094
34,2025-02-14,-87699.62,207561.71,27954.38,18,1000000.0,-116.9591,-8.77
35,2025-02-17,-85514.39,159619.32,9195.19,18,1000000.0,-138.8259,-8.5514
36,2025-02-18,-85189.44,98565.66,7562.87,18,1000000.0,-182.2635,-8.5189
37,2025-02-19,-78819.83,160201.34,59947.28,9,1000000.0,-88.7952,-7.882
38,2025-02-20,-46570.02,124279.54,52985.44,9,1000000.0,-227.2018,-4.657
39,2025-02-21,-90482.72,191758.82,61830.31,18,1000000.0,-100.6587,-9.0483
40,2025-02-24,-111200.84,133839.69,0.0,18,1000000.0,-213.601,-11.1201
41,2025-02-25,-29420.18,61691.23,32271.05,9,1000000.0,-91.0322,-2.942
42,2025-02-27,-68126.18,106594.13,24297.09,9,1000000.0,-199.1537,-6.8126
43,2025-02-28,-28074.7,162307.44,36784.55,18,1000000.0,-122.5754,-2.8075
44,2025-03-03,-29644.44,103039.28,55379.82,9,1000000.0,-24.0613,-2.9644
45,2025-03-04,-27542.77,65185.18,8469.38,9,1000000.0,-129.2745,-2.7543
46,2025-03-05,-40438.21,74364.64,14190.67,9,1000000.0,-63.3736,-4.0438
47,2025-03-06,53856.98,137618.01,93629.44,9,1000000.0,56.6534,5.3857
48,2025-03-07,-115962.6,136379.46,8416.98,9,1000000.0,-332.7126,-11.5963
49,2025-03-10,-16733.17,147478.64,72139.13,18,1000000.0,-159.597,-1.6733
50,2025-03-11,41755.37,44886.82,52361.49,9,1000000.0,29.9491,4.1755
51,2025-03-12,-104523.62,167744.21,0.0,18,1000000.0,-294.9885,-10.4524
52,2025-03-13,-114313.4,183490.01,0.0,18,1000000.0,-171.4757,-11.4313
53,2025-03-17,-77451.49,90957.0,8457.14,18,1000000.0,-380.0556,-7.7451
54,2025-03-18,-7101.45,72086.9,1443.21,18,1000000.0,-157.5857,-0.7101
55,2025-03-19,-105811.06,123096.32,7421.0,9,1000000.0,-144.3089,-10.5811
56,2025-03-20,-59115.97,182464.49,68063.22,18,1000000.0,-116.8467,-5.9116
57,2025-03-21,-11737.69,60625.22,35142.16,9,1000000.0,-6.8563,-1.1738
58,2025-03-24,-53412.28,119791.26,10883.38,15,1000000.0,-138.0686,-5.3412
59,2025-03-25,-143345.05,188148.33,22801.35,18,1000000.0,-198.9197,-14.3345
60,2025-03-26,-64886.99,191784.38,529.66,18,1000000.0,-125.2357,-6.4887
61,2025-03-27,-32377.3,113004.96,0.0,9,1000000.0,-314.6515,-3.2377
62,2025-03-28,-66665.23,195125.71,4428.81,18,1000000.0,-141.4123,-6.6665
63,2025-04-01,127203.3,64835.31,152422.73,27,1000000.0,477.8368,12.7203
64,2025-04-02,-145217.67,270871.36,11521.03,18,1000000.0,-177.9794,-14.5218
65,2025-04-03,-128411.19,166848.88,29675.03,9,1000000.0,-180.186,-12.8411
66,2025-04-04,-119090.47,183247.09,17059.51,11,1000000.0,-143.1633,-11.909
67,2025-04-07,-177449.26,237432.53,2735.83,18,1000000.0,-181.6563,-17.7449
68,2025-04-08,-133551.65,192001.35,58449.7,18,1000000.0,-60.4457,-13.3552
69,2025-04-09,-220452.52,292366.14,26221.95,10,1000000.0,-228.0235,-22.0453
70,2025-04-11,-197539.06,217486.76,19947.71,18,1000000.0,-350.5164,-19.7539
71,2025-04-15,-69517.61,76602.68,1027.07,18,1000000.0,-234.1599,-6.9518
72,2025-04-16,15023.09,101817.21,106831.71,9,1000000.0,-98.1991,1.5023
73,2025-04-17,235603.86,107365.16,275700.14,9,1000000.0,190.7651,23.5604
74,2025-04-21,21346.03,66544.52,67748.21,9,1000000.0,60.8134,2.1346
75,2025-04-22,-61390.31,72085.28,1530.16,9,1000000.0,-121.2415,-6.139
76,2025-04-23,-249488.85,293993.27,20692.92,18,1000000.0,-158.7209,-24.9489
77,2025-04-24,-28879.2,269658.59,147532.83,18,1000000.0,-134.5208,-2.8879
78,2025-04-25,26841.56,288454.93,264092.52,10,1000000.0,117.2352,2.6842
79,2025-04-28,-10983.27,70458.7,12934.87,9,1000000.0,-53.1444,-1.0983
80,2025-04-29,-139554.38,180857.54,4804.26,18,1000000.0,-243.8159,-13.9554
81,2025-04-30,-93309.16,213763.39,128.67,9,1000000.0,-213.0493,-9.3309
82,2025-05-02,-89057.22,195722.27,815.71,18,1000000.0,-136.906,-8.9057
83,2025-05-05,-97074.26,113642.75,2297.58,9,1000000.0,-182.432,-9.7074
84,2025-05-06,-74183.78,94517.86,4171.26,18,1000000.0,-531.1547,-7.4184
85,2025-05-07,-235224.6,319055.38,5868.73,18,1000000.0,-197.1079,-23.5225
86,2025-05-08,93662.94,104697.94,93662.94,18,1000000.0,-156.3008,9.3663
87,2025-05-09,-204821.21,217479.0,4087.06,18,1000000.0,-161.0407,-20.4821
88,2025-05-12,156610.1,60416.73,162481.5,9,1000000.0,220.3043,15.661
89,2025-05-13,-200135.28,244088.45,3733.43,18,1000000.0,-219.5332,-20.0135
90,2025-05-14,-159945.58,228037.63,49033.34,18,1000000.0,-128.6781,-15.9946
91,2025-05-15,-11840.98,373760.99,260544.62,18,1000000.0,24.9786,-1.1841
92,2025-05-16,-106857.12,161996.12,34801.11,9,1000000.0,-380.1318,-10.6857
93,2025-05-19,-79102.42,121184.14,0.0,18,1000000.0,-205.2646,-7.9102
94,2025-05-20,20109.34,111204.74,29613.6,18,1000000.0,-146.5086,2.0109
95,2025-05-21,-94218.1,134267.43,20680.61,9,1000000.0,-194.109,-9.4218
96,2025-05-22,21684.2,206471.35,182688.79,18,1000000.0,-145.1709,2.1684
97,2025-05-23,-53224.99,95611.59,25668.75,9,1000000.0,-59.9101,-5.3225
98,2025-05-26,-133024.61,140118.48,7093.87,18,1000000.0,-404.2937,-13.3025
99,2025-05-27,-137920.93,260789.33,117409.26,18,1000000.0,-151.9607,-13.7921
100,2025-05-28,-137915.07,172422.96,488.77,18,1000000.0,-158.0097,-13.7915
101,2025-05-29,-48054.16,226502.81,1338.35,18,1000000.0,-172.4549,-4.8054
102,2025-05-30,-118398.98,219185.44,3995.51,18,1000000.0,-195.5624,-11.8399
103,2025-06-02,-62921.97,131627.48,4002.26,18,1000000.0,-179.1921,-6.2922
104,2025-06-03,-101682.88,142944.58,13902.61,18,1000000.0,-196.7415,-10.1683
105,2025-06-04,-159614.61,192905.03,748.84,18,1000000.0,-199.3614,-15.9615
106,2025-06-05,-44330.04,150907.89,78481.72,9,1000000.0,-194.2373,-4.433
107,2025-06-06,125189.72,145155.75,242440.8,9,1000000.0,294.5171,12.519
108,2025-06-09,-75956.64,84470.87,3130.55,16,1000000.0,-223.0367,-7.5957
109,2025-06-10,-75424.16,86519.09,11094.93,17,1000000.0,-451.605,-7.5424
110,2025-06-11,-26238.94,71177.96,29928.91,9,1000000.0,-22.6216,-2.6239
111,2025-06-12,47582.97,121010.14,101676.91,15,1000000.0,-41.8406,4.7583
112,2025-06-13,-73367.47,130175.67,0.0,9,1000000.0,-166.9523,-7.3367
113,2025-06-16,-21017.45,74758.42,23043.12,18,1000000.0,-68.1702,-2.1017
114,2025-06-17,-63305.31,84075.42,3120.2,18,1000000.0,-225.4116,-6.3305
115,2025-06-18,-92125.58,186258.26,36985.53,18,1000000.0,-137.2143,-9.2126
116,2025-06-19,-117909.34,172179.22,22297.59,9,1000000.0,-210.5583,-11.7909
117,2025-06-20,106631.77,56841.99,118052.44,9,1000000.0,150.3362,10.6632
118,2025-06-23,-79485.52,97314.92,3565.14,18,1000000.0,-150.662,-7.9486
119,2025-06-24,-3413.97,90659.69,34819.12,25,1000000.0,-61.5484,-0.3414
120,2025-06-25,-56279.42,94810.63,28417.56,9,1000000.0,-332.0393,-5.6279
121,2025-06-26,-19110.97,226780.94,101240.87,18,1000000.0,-48.3475,-1.9111
122,2025-06-27,-35017.49,105992.47,18344.69,9,1000000.0,-119.3039,-3.5017
123,2025-06-30,-74549.81,98060.2,976.64,18,1000000.0,-373.8041,-7.455
124,2025-07-01,-16460.43,31807.07,7105.57,9,1000000.0,-70.9717,-1.646
125,2025-07-02,6434.56,76464.07,53630.73,10,1000000.0,-17.9261,0.6435
126,2025-07-03,-50229.95,150010.56,17177.21,9,1000000.0,-116.9444,-5.023
127,2025-07-04,-95898.3,148463.05,28113.81,18,1000000.0,-157.0905,-9.5898
128,2025-07-07,-60716.16,89014.89,1091.64,9,1000000.0,-191.902,-6.0716
129,2025-07-08,-38204.91,54988.77,2451.53,18,1000000.0,-134.2247,-3.8205
130,2025-07-09,25521.77,92393.09,69148.97,14,1000000.0,-41.5781,2.5522
131,2025-07-10,-16387.7,157267.47,91236.47,18,1000000.0,-313.7067,-1.6388
132,2025-07-11,-80672.15,182860.96,92329.45,18,1000000.0,-87.008,-8.0672
133,2025-07-14,-51040.79,87830.92,0.0,18,1000000.0,-163.7098,-5.1041
134,2025-07-15,35111.38,66880.23,66285.64,9,1000000.0,322.863,3.5111
135,2025-07-16,-12743.31,68397.42,43010.28,9,1000000.0,-27.4074,-1.2743
136,2025-07-17,-52588.16,169012.04,52645.18,18,1000000.0,-121.5492,-5.2588
137,2025-07-18,-22353.95,153435.03,108950.42,17,1000000.0,15.2152,-2.2354
138,2025-07-21,49374.83,74501.16,60270.56,9,1000000.0,73.0189,4.9375
139,2025-07-22,-49183.36,61986.39,1548.0,18,1000000.0,-199.7622,-4.9183
140,2025-07-23,7168.12,70000.52,14942.87,9,1000000.0,-53.9547,0.7168
141,2025-07-24,32568.32,113045.71,94295.46,18,1000000.0,16.8681,3.2568
142,2025-07-25,-79127.11,114456.35,14762.94,13,1000000.0,-250.2037,-7.9127
143,2025-07-28,-44377.62,88730.01,0.0,18,1000000.0,-129.1918,-4.4378
144,2025-07-29,-19431.12,81965.18,742.64,18,1000000.0,-179.1527,-1.9431
145,2025-07-30,-177292.78,192445.97,15153.19,18,1000000.0,-329.6544,-17.7293
146,2025-07-31,-5804.73,111056.93,65027.14,11,1000000.0,-54.2004,-0.5805
147,2025-08-01,-77860.8,195071.72,58655.21,18,1000000.0,-76.3188,-7.7861
148,2025-08-04,-55614.55,118963.74,62798.96,18,1000000.0,-225.4992,-5.5615
149,2025-08-05,-18971.14,58698.6,29459.59,9,1000000.0,9.3641,-1.8971
150,2025-08-06,4812.52,126539.71,89084.26,9,1000000.0,52.6101,0.4813
151,2025-08-07,45520.12,120754.95,86920.36,18,1000000.0,-57.8084,4.552
152,2025-08-08,-12293.63,115851.04,31152.01,18,1000000.0,-110.6843,-1.2294
153,2025-08-11,-27572.13,116791.23,6400.02,17,1000000.0,-162.7891,-2.7572
154,2025-08-12,-32624.0,103177.92,20357.47,18,1000000.0,-157.4413,-3.2624
155,2025-08-13,-79099.33,116580.2,7139.72,18,1000000.0,-130.5573,-7.9099
156,2025-08-14,-59941.38,80896.84,20955.45,9,1000000.0,-204.1054,-5.9941
157,2025-08-18,-1899.98,48929.72,5171.56,18,1000000.0,-94.7991,-0.19
158,2025-08-19,-443.15,56258.49,23606.23,18,1000000.0,-154.193,-0.0443
159,2025-08-20,24381.23,33645.61,50269.38,9,1000000.0,46.1452,2.4381
160,2025-08-21,-35294.13,91150.16,9803.93,15,1000000.0,-99.7109,-3.5294
161,2025-08-22,-45176.43,118661.32,9414.77,15,1000000.0,-152.5011,-4.5176
162,2025-08-25,-26030.92,40534.55,12238.38,9,1000000.0,-79.4845,-2.6031
163,2025-08-26,-11901.47,74519.5,8861.78,18,1000000.0,-204.5738,-1.1901
164,2025-08-28,3657.17,139542.92,72628.14,9,1000000.0,-35.149,0.3657
165,2025-08-29,-114407.64,141818.63,0.0,18,1000000.0,-374.8727,-11.4408
166,2025-09-01,15213.12,48051.21,21354.7,9,1000000.0,-80.4486,1.5213
167,2025-09-02,5405.43,54575.73,46470.09,18,1000000.0,-112.2119,0.5405
168,2025-09-03,-102934.45,187508.32,0.0,18,1000000.0,-417.6675,-10.2934
169,2025-09-04,15340.46,159768.98,47927.8,18,1000000.0,-120.9825,1.534
170,2025-09-05,-132508.05,219165.48,86657.43,18,1000000.0,-130.768,-13.2508
171,2025-09-08,-47325.75,83959.42,9318.96,18,1000000.0,-348.2527,-4.7326
172,2025-09-09,-47649.41,53695.97,3213.41,9,1000000.0,-153.2755,-4.7649
173,2025-09-10,-11412.13,92635.23,72836.15,18,1000000.0,-115.4825,-1.1412
174,2025-09-11,39715.86,113776.37,83178.41,18,1000000.0,-118.65,3.9716
175,2025-09-12,-51485.32,91239.82,17357.15,18,1000000.0,-151.3484,-5.1485
176,2025-09-15,-54295.45,66537.59,10654.34,18,1000000.0,-161.5211,-5.4295
177,2025-09-16,58083.55,35712.1,65470.65,9,1000000.0,91.6099,5.8084
178,2025-09-17,-90460.89,101743.74,0.0,9,1000000.0,-186.9153,-9.0461
179,2025-09-18,-54169.44,129234.38,29355.08,18,1000000.0,-262.2389,-5.4169
180,2025-09-19,-14334.67,71273.06,16692.6,9,1000000.0,-81.2207,-1.4335
181,2025-09-22,26917.67,66765.83,33700.5,18,1000000.0,-121.9962,2.6918
182,2025-09-23,-52844.49,99264.94,29124.9,18,1000000.0,-221.0659,-5.2844
183,2025-09-24,-40720.42,125067.39,43167.11,18,1000000.0,-145.3977,-4.072
184,2025-09-25,29836.98,89293.36,46151.13,9,1000000.0,-96.7851,2.9837
185,2025-09-26,-2043.48,116913.05,21544.19,18,1000000.0,-122.3333,-0.2043
186,2025-09-29,-25885.19,99639.91,12644.62,18,1000000.0,-123.5945,-2.5885
187,2025-09-30,1256.04,56991.46,9823.52,9,1000000.0,-115.0934,0.1256
188,2025-10-01,49144.54,172991.24,95085.95,17,1000000.0,-36.3977,4.9145
189,2025-10-03,-69229.8,117828.17,6838.53,13,1000000.0,-366.9299,-6.923
190,2025-10-06,45914.49,35924.38,61539.34,9,1000000.0,22.3374,4.5914
191,2025-10-07,-65538.62,88114.58,22575.96,12,1000000.0,-55.0769,-6.5539
192,2025-10-08,-59604.29,192318.72,128006.49,18,1000000.0,-127.5945,-5.9604
