total_pnl,overall_roi_pct,avg_weekly_pnl,max_drawdown,win_rate_pct,avg_trades_per_episode,total_trades,flat_episodes_pct,sharpe_ratio,sortino_ratio,profit_factor,expectancy,position_mode
592805.26,59.28,12350.11,110799.1,70.83,1512.7,72609,0.0,1.866,2.4634,1.8961,12350.11,BOTH
