total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
6538199.9,653.82,123362.26,1615203.81,73.58,78.7,4170,10.9215
