total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
3039038.58,303.9,12254.19,219576.77,54.44,45.3,11240,3.4517
