total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio,sortino_ratio,profit_factor,expectancy
-393578.26,-39.36,-8199.55,260466.8,0.0,2.2,105,-4.744,-4.744,0.0,-8199.55
