#{"t_start": 1770274235.0431435, "env_id": "None"}
r,l,t
-15.773075,345,22.539911
-106.034975,345,41.523608
-99.583252,345,60.364905
18.693357,345,79.728569
48.516716,345,98.459933
-102.239935,345,202.802244
-75.037123,345,221.948097
-85.9802,345,240.710943
-24.870435,345,259.701464
95.29836,345,277.97889
-24.688693,345,297.076555
-92.471879,345,400.150797
-98.183515,345,418.583892
101.777659,345,437.858309
-176.791095,345,493.505388
-144.895898,345,513.06951
-8.086591,345,532.040561
-105.577849,345,637.946181
-41.493763,345,656.767496
-15.493706,345,675.924743
-95.144095,345,694.674949
54.553009,345,715.149393
-12.982324,345,735.973163
-30.161025,345,839.611945
-65.725143,345,858.906687
-44.051543,345,877.344024
-110.407778,345,896.293429
54.442569,345,915.451891
-23.166845,345,971.208661
-69.69152,345,1073.815311
-194.250185,345,1092.680503
28.046702,345,1111.550153
-66.776832,345,1130.097514
73.338764,345,1149.195179
-117.897103,345,1168.627769
-84.793664,345,1271.360197
-110.225987,345,1290.28826
179.165807,345,1309.396064
21.644714,345,1328.188821
52.55267,345,1347.219522
-3.865259,345,1366.582031
-67.237886,345,1467.511195
26.884685,345,1486.567271
38.448538,345,1543.52134
-9.59745,345,1562.899134
6.301763,345,1581.871565
140.491071,345,1601.127769
-116.750209,345,1703.067452
-126.846462,345,1722.196301
92.616207,345,1741.904124
-9.968043,345,1761.306445
86.118761,345,1781.035862
10.980555,345,1800.037044
49.97683,345,1901.775602
-75.594874,345,1921.073619
49.934353,345,1940.225665
-32.974263,345,1959.703293
45.464464,345,2008.285459
7.885746,345,2028.283738
-24.282734,345,2130.953049
-49.298611,345,2150.863475
-53.817378,345,2170.026891
-80.604662,345,2189.897751
-90.925732,345,2209.400886
-190.61701,345,2228.850695
-142.11637,345,2332.912875
-9.052821,345,2352.925321
-94.360267,345,2373.213423
9.392931,345,2392.656122
123.385743,345,2411.997415
10.396721,345,2431.719128
-37.870122,345,2535.116291
-61.085147,345,2591.57761
-149.140498,345,2611.10239
-111.62958,345,2631.441252
-0.536217,345,2650.877014
-218.615238,345,2670.420632
-695.227643,345,2772.511283
118.786547,345,2792.203198
13.438911,345,2812.051755
-73.206817,345,2831.017924
-93.972294,345,2851.174974
7.807566,345,2870.418076
29.883063,345,2972.721547
64.311156,345,2991.708827
-30.410895,345,3011.220372
-75.521307,345,3066.482035
-46.666385,345,3086.414893
-103.85509,345,3106.353214
167.040791,345,3208.301747
15.340254,345,3227.554267
33.764022,345,3247.479033
8.761803,345,3266.874112
-93.16109,345,3285.652013
-189.021534,345,3387.79619
-159.906705,345,3406.68356
49.416578,345,3426.59199
-126.566317,345,3445.908428
-37.411467,345,3465.641186
185.051103,345,3485.580533
170.165869,345,3587.617429
-45.815538,345,3644.006202
42.798131,345,3664.262154
423.991142,345,3684.036233
-139.844686,345,3703.325651
-90.901779,345,3723.36125
-115.115344,345,3825.705088
-73.127801,345,3845.89952
-87.134863,345,3864.964882
9.017904,345,3885.518848
-37.937658,345,3905.868462
40.410718,345,3926.256142
39.427715,345,4029.622559
357.754405,345,4049.81434
-34.746827,345,4069.061297
27.116521,345,4125.186594
-113.077666,345,4144.705829
-474.743149,345,4164.797949
-115.133111,345,4267.291524
-110.283472,345,4287.054064
-38.581722,345,4307.14485
-43.412585,345,4327.054064
-76.9296,345,4346.558969
20.361719,345,4366.573722
-27.499498,345,4469.133495
-11.162178,345,4488.845534
-2.90618,345,4508.071757
-178.698834,345,4527.505338
119.184913,343,4546.338427
27.001909,345,4566.090112
-127.171636,345,4705.83278
-31.581312,345,4725.331827
-442.90487,345,4745.519312
48.63936,345,4765.514545
111.908588,345,4785.440425
9.733619,345,4804.523042
96.164591,345,4907.787712
-65.52781,345,4927.205834
-34.43849,345,4946.828595
31.013264,345,4965.946599
-5.02463,345,4985.896162
64.115293,345,5005.950164
14.630971,345,5108.53526
-103.360474,345,5128.473125
21.089335,345,5184.81523
-38.371489,345,5204.926519
-24.066103,345,5224.739286
-38.719998,345,5244.693923
-50.870562,345,5346.723598
56.527436,345,5366.474475
-22.809601,345,5386.123065
-144.979952,345,5405.913308
-43.706806,345,5426.329965
-78.981331,345,5446.506323
