total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
5373070.85,537.31,21665.61,152715.21,53.63,77.3,19182,6.2643
