episode,date,pnl,max_drawdown,peak_pnl,trades,investment,total_reward,return_pct
1,2025-01-01,-24111.71,36589.98,6617.53,9,1000000.0,-109.7681,-2.4112
2,2025-01-02,-29206.42,76265.75,45632.1,18,1000000.0,-33.8426,-2.9206
3,2025-01-03,64446.31,36803.85,68048.68,117,1000000.0,-1.513,6.4446
4,2025-01-06,142866.57,53033.26,152273.36,254,1000000.0,210.1326,14.2867
5,2025-01-07,42535.63,33338.9,52311.18,60,1000000.0,179.1552,4.2536
6,2025-01-08,54553.61,25901.97,61133.3,128,1000000.0,140.7993,5.4554
7,2025-01-09,-20495.61,90727.72,46304.34,138,1000000.0,61.483,-2.0496
8,2025-01-10,36441.13,30150.55,59042.2,75,1000000.0,93.3099,3.6441
9,2025-01-13,48389.6,25939.91,74329.52,43,1000000.0,-36.8992,4.839
10,2025-01-14,-49209.53,59608.14,6152.57,102,1000000.0,-172.502,-4.921
11,2025-01-15,65813.54,24116.43,73148.14,50,1000000.0,98.2406,6.5814
12,2025-01-16,-7090.75,45391.42,18199.3,9,1000000.0,-256.9399,-0.7091
13,2025-01-17,12930.68,26904.17,25171.17,64,1000000.0,-46.5295,1.2931
14,2025-01-20,-363.14,3255.77,390.2,6,1000000.0,-5.4501,-0.0363
15,2025-01-21,143066.94,15806.65,146040.09,308,1000000.0,1132.4714,14.3067
16,2025-01-22,120547.7,62413.6,122211.75,206,1000000.0,62.8813,12.0548
17,2025-01-23,2789.47,42059.22,18526.99,10,1000000.0,-61.5626,0.2789
18,2025-01-24,31767.42,28288.71,31767.42,96,1000000.0,52.4489,3.1767
19,2025-01-27,-6043.12,55720.16,21556.33,44,1000000.0,-30.8082,-0.6043
20,2025-01-28,1170.0,6194.64,1358.97,12,1000000.0,12.1602,0.117
21,2025-01-29,11435.61,17753.08,11455.77,2,1000000.0,86.646,1.1436
22,2025-01-30,47017.45,51661.84,59935.81,60,1000000.0,-26.7715,4.7017
23,2025-01-31,6549.0,76611.62,37648.25,18,1000000.0,-76.2002,0.6549
24,2025-02-01,10967.72,8991.98,17665.83,14,1000000.0,112.8005,1.0968
25,2025-02-03,30528.56,30042.06,42211.56,116,1000000.0,17.4277,3.0529
26,2025-02-04,-1826.83,7740.2,5626.57,8,1000000.0,-23.4199,-0.1827
27,2025-02-05,136182.63,58589.55,142525.03,330,1000000.0,283.7953,13.6183
28,2025-02-06,-13987.7,74932.57,19598.38,116,1000000.0,-49.8673,-1.3988
29,2025-02-07,146309.52,23955.06,149940.9,134,1000000.0,298.6444,14.631
30,2025-02-10,-18442.75,64713.42,31911.89,22,1000000.0,-24.7945,-1.8443
31,2025-02-11,132756.84,41518.58,139841.89,76,1000000.0,227.2039,13.2757
32,2025-02-12,31380.68,11646.58,40790.53,34,1000000.0,69.8039,3.1381
33,2025-02-13,38410.28,54486.16,45298.06,18,1000000.0,-65.1938,3.841
34,2025-02-14,57026.66,11603.34,58030.36,54,1000000.0,50.4617,5.7027
35,2025-02-17,-14167.59,17487.17,1152.32,2,1000000.0,-147.7582,-1.4168
36,2025-02-18,-3084.5,29782.01,10822.55,84,1000000.0,-48.3167,-0.3085
37,2025-02-19,30575.08,40528.57,58913.88,16,1000000.0,-40.6152,3.0575
38,2025-02-20,-14284.29,49111.23,21735.28,22,1000000.0,-156.4241,-1.4284
39,2025-02-21,-9377.67,89976.65,42504.72,84,1000000.0,6.7488,-0.9378
40,2025-02-24,-21406.03,54870.85,1178.11,114,1000000.0,-132.6419,-2.1406
41,2025-02-25,-6302.72,8858.69,2555.97,9,1000000.0,-239.5615,-0.6303
42,2025-02-27,-69384.63,127453.75,35469.6,72,1000000.0,-139.3945,-6.9385
43,2025-02-28,88707.6,43447.86,88716.62,122,1000000.0,73.9149,8.8708
44,2025-03-03,-18166.47,81699.06,45517.58,49,1000000.0,-4.6458,-1.8166
45,2025-03-04,-12516.51,15215.69,566.6,10,1000000.0,-127.017,-1.2517
46,2025-03-05,-22907.98,31073.61,6814.37,9,1000000.0,-95.4325,-2.2908
47,2025-03-06,12603.48,4744.17,13598.35,2,1000000.0,185.4945,1.2603
48,2025-03-07,-7497.46,57438.94,35293.56,17,1000000.0,-135.722,-0.7497
49,2025-03-10,34292.32,43276.71,69697.89,88,1000000.0,-85.6535,3.4292
50,2025-03-11,-9896.15,9896.15,0.0,6,1000000.0,-105.7949,-0.9896
51,2025-03-12,75347.52,108787.19,84484.98,264,1000000.0,148.8986,7.5348
52,2025-03-13,-23288.63,92465.24,0.0,66,1000000.0,-160.1076,-2.3289
53,2025-03-17,-4708.01,46119.14,18986.68,186,1000000.0,-83.0538,-0.4708
54,2025-03-18,5512.97,12811.44,5706.67,45,1000000.0,-50.7299,0.5513
55,2025-03-19,-40007.89,51338.95,0.0,9,1000000.0,-169.0293,-4.0008
56,2025-03-20,13839.75,39274.24,46830.88,178,1000000.0,38.912,1.384
57,2025-03-21,-22613.09,55246.09,28302.8,9,1000000.0,-78.243,-2.2613
58,2025-03-24,3698.56,4854.63,8376.12,8,1000000.0,44.7182,0.3699
59,2025-03-25,-30972.46,49353.69,0.0,63,1000000.0,-127.5735,-3.0972
60,2025-03-26,130421.89,38748.66,130421.89,123,1000000.0,90.8858,13.0422
61,2025-03-27,72424.88,60246.55,101779.21,18,1000000.0,-359.6184,7.2425
62,2025-03-28,59518.3,45984.06,67320.48,182,1000000.0,4.3863,5.9518
63,2025-04-01,62651.1,36015.6,81241.8,290,1000000.0,114.2272,6.2651
64,2025-04-02,34066.0,52257.64,36941.71,79,1000000.0,28.6027,3.4066
65,2025-04-03,-16450.69,47167.62,8783.34,9,1000000.0,-137.0555,-1.6451
66,2025-04-04,-3640.66,56097.86,37877.6,22,1000000.0,29.2542,-0.3641
67,2025-04-07,4405.89,91157.06,9592.9,36,1000000.0,-78.8468,0.4406
68,2025-04-08,32949.8,16114.03,33524.04,12,1000000.0,262.9537,3.295
69,2025-04-09,-9468.82,22901.23,3077.48,6,1000000.0,-56.5366,-0.9469
70,2025-04-11,-8410.28,23747.71,14076.58,40,1000000.0,-122.4365,-0.841
71,2025-04-15,-9248.73,11960.27,1848.14,10,1000000.0,-112.0352,-0.9249
72,2025-04-16,32683.06,103027.32,135195.45,33,1000000.0,721.3024,3.2683
73,2025-04-17,28017.48,69959.82,88840.21,18,1000000.0,9.1703,2.8017
74,2025-04-21,-4414.56,20328.01,3648.45,39,1000000.0,20.9383,-0.4415
75,2025-04-22,-4295.62,4295.62,0.0,4,1000000.0,-62.0332,-0.4296
76,2025-04-23,-21955.39,59685.09,17425.5,143,1000000.0,-7.6658,-2.1955
77,2025-04-24,181673.9,36366.61,181816.53,246,1000000.0,874.093,18.1674
78,2025-04-25,-566.48,34737.67,8678.46,18,1000000.0,-3.3344,-0.0566
79,2025-04-28,421.96,8943.75,2273.57,14,1000000.0,-13.9697,0.0422
80,2025-04-29,-27901.87,73305.6,15593.51,33,1000000.0,-95.9649,-2.7902
81,2025-04-30,62638.37,54015.6,62638.37,11,1000000.0,-176.4773,6.2638
82,2025-05-02,100675.48,24484.98,100675.48,69,1000000.0,-43.0853,10.0675
83,2025-05-05,-10157.77,11158.06,1000.29,2,1000000.0,-123.0907,-1.0158
84,2025-05-06,-29175.25,45338.08,0.0,190,1000000.0,-392.1882,-2.9175
85,2025-05-07,16955.36,43467.38,23031.18,165,1000000.0,-34.1314,1.6955
86,2025-05-08,171801.48,48862.22,171882.13,124,1000000.0,-37.466,17.1801
87,2025-05-09,-24604.58,57296.82,16870.08,69,1000000.0,-105.6059,-2.4605
88,2025-05-12,-415.08,23608.77,13076.1,13,1000000.0,-67.0008,-0.0415
89,2025-05-13,-6916.6,49778.69,2990.65,65,1000000.0,-123.7763,-0.6917
90,2025-05-14,128507.23,98490.89,129710.21,168,1000000.0,0.6586,12.8507
91,2025-05-15,17723.95,17553.27,17816.42,12,1000000.0,78.952,1.7724
92,2025-05-16,-58366.62,126947.85,37679.75,92,1000000.0,-227.8705,-5.8367
93,2025-05-19,18794.17,31628.22,25063.32,72,1000000.0,-152.7318,1.8794
94,2025-05-20,113417.55,22342.45,114367.97,60,1000000.0,276.6875,11.3418
95,2025-05-21,49833.32,72795.58,111239.62,27,1000000.0,259.6033,4.9833
96,2025-05-22,238825.26,48764.74,238846.24,106,1000000.0,33.1692,23.8825
97,2025-05-23,-25244.87,81817.34,39312.01,9,1000000.0,-105.1412,-2.5245
98,2025-05-26,-1031.4,67931.6,53032.77,277,1000000.0,198.6295,-0.1031
99,2025-05-27,-35192.08,40907.4,3770.1,44,1000000.0,-145.6013,-3.5192
100,2025-05-28,-15961.49,52604.5,8091.23,198,1000000.0,-84.8538,-1.5961
101,2025-05-29,90934.11,85050.49,90934.11,189,1000000.0,-67.7953,9.0934
102,2025-05-30,-19641.15,106705.71,1062.49,236,1000000.0,-172.4011,-1.9641
103,2025-06-02,-9160.44,30613.92,3927.02,41,1000000.0,-87.556,-0.916
104,2025-06-03,-25721.17,53525.39,0.0,67,1000000.0,-164.4765,-2.5721
105,2025-06-04,-3204.27,35995.37,16190.14,41,1000000.0,-16.2583,-0.3204
106,2025-06-05,22027.98,58164.1,60730.61,17,1000000.0,33.3791,2.2028
107,2025-06-06,39264.9,23351.54,49773.99,22,1000000.0,270.8627,3.9265
108,2025-06-09,-23738.99,26802.57,0.0,38,1000000.0,-190.6429,-2.3739
109,2025-06-10,-4785.33,14993.73,8564.18,52,1000000.0,-97.5242,-0.4785
110,2025-06-11,-8565.77,57863.77,38769.13,9,1000000.0,-55.8174,-0.8566
111,2025-06-12,46186.14,41110.24,49620.01,92,1000000.0,62.6088,4.6186
112,2025-06-13,-8524.09,46131.09,0.0,9,1000000.0,-187.2741,-0.8524
113,2025-06-16,-67325.95,81649.85,11887.96,34,1000000.0,-205.7366,-6.7326
114,2025-06-17,-48412.1,66062.01,0.0,70,1000000.0,-207.3889,-4.8412
115,2025-06-18,-17557.6,89188.77,14484.01,58,1000000.0,-80.9875,-1.7558
116,2025-06-19,-23750.49,40736.03,0.0,4,1000000.0,-204.2472,-2.375
117,2025-06-20,55554.47,49888.49,66973.48,36,1000000.0,-86.1455,5.5554
118,2025-06-23,-54836.8,55518.02,0.0,39,1000000.0,-162.3972,-5.4837
119,2025-06-24,21254.78,23319.47,26059.55,54,1000000.0,62.9938,2.1255
120,2025-06-25,-30480.92,87568.73,57087.81,11,1000000.0,-274.5673,-3.0481
121,2025-06-26,36073.26,17626.37,38153.52,81,1000000.0,19.3951,3.6073
122,2025-06-27,-17907.86,36258.65,6054.42,9,1000000.0,-160.2186,-1.7908
123,2025-06-30,-31134.52,52579.31,5196.27,98,1000000.0,-164.9105,-3.1135
124,2025-07-01,-12360.34,31347.09,8579.53,55,1000000.0,-48.5373,-1.236
125,2025-07-02,-5961.08,104074.18,41391.36,92,1000000.0,-43.4113,-0.5961
126,2025-07-03,56409.56,81645.3,56729.78,20,1000000.0,-38.2348,5.641
127,2025-07-04,22433.49,62879.22,67927.28,116,1000000.0,-50.0686,2.2433
128,2025-07-07,8963.25,20559.8,11895.26,27,1000000.0,-150.5259,0.8963
129,2025-07-08,-40872.01,57968.41,2562.84,70,1000000.0,-134.7902,-4.0872
130,2025-07-09,81746.36,94073.26,83431.46,30,1000000.0,-10.987,8.1746
131,2025-07-10,171285.82,64989.47,171310.14,158,1000000.0,272.6807,17.1286
132,2025-07-11,94147.3,108828.68,193116.61,74,1000000.0,199.085,9.4147
133,2025-07-14,-5869.92,48317.07,24457.0,104,1000000.0,-39.921,-0.587
134,2025-07-15,6330.5,1110.62,6435.89,10,1000000.0,440.714,0.6331
135,2025-07-16,-26810.54,70143.2,36848.43,9,1000000.0,-53.87,-2.6811
136,2025-07-17,118312.54,44304.88,149883.74,196,1000000.0,200.1239,11.8313
137,2025-07-18,208421.57,108039.57,235358.85,101,1000000.0,170.3172,20.8422
138,2025-07-21,-735.19,28174.67,6863.25,12,1000000.0,-61.1671,-0.0735
139,2025-07-22,-19192.45,49041.82,19082.55,121,1000000.0,-100.4041,-1.9192
140,2025-07-23,-20356.07,65315.69,39000.16,9,1000000.0,-30.2132,-2.0356
141,2025-07-24,145705.02,50868.93,153864.22,133,1000000.0,226.7759,14.5705
142,2025-07-25,-39606.9,103393.34,33872.58,94,1000000.0,-171.3405,-3.9607
143,2025-07-28,71921.73,43541.67,94969.86,80,1000000.0,102.4125,7.1922
144,2025-07-29,-38407.29,46504.67,742.64,89,1000000.0,-175.035,-3.8407
145,2025-07-30,35413.77,106229.97,136276.86,474,1000000.0,223.1751,3.5414
146,2025-07-31,-18331.64,19946.32,0.0,8,1000000.0,-88.2939,-1.8332
147,2025-08-01,183520.8,29902.29,190956.36,246,1000000.0,195.1727,18.3521
148,2025-08-04,60702.42,94733.97,88364.82,153,1000000.0,217.5119,6.0702
149,2025-08-05,-20701.18,52437.31,23521.83,44,1000000.0,-21.427,-2.0701
150,2025-08-06,148519.43,56852.38,177075.43,161,1000000.0,154.0445,14.8519
151,2025-08-07,76907.75,59011.64,88921.17,126,1000000.0,23.3193,7.6908
152,2025-08-08,57458.68,63696.91,57458.68,124,1000000.0,-55.2328,5.7459
153,2025-08-11,1119.49,4877.38,5826.11,4,1000000.0,20.5144,0.1119
154,2025-08-12,86108.96,13799.77,88191.9,88,1000000.0,619.8932,8.6109
155,2025-08-13,-26356.98,54319.17,1888.95,61,1000000.0,-78.0937,-2.6357
156,2025-08-14,-31528.79,69346.39,37817.6,9,1000000.0,-213.8845,-3.1529
157,2025-08-18,45158.16,48929.72,52229.7,58,1000000.0,89.7215,4.5158
158,2025-08-19,9151.58,11143.67,11553.22,62,1000000.0,54.915,0.9152
159,2025-08-20,-19806.74,37584.78,8224.37,14,1000000.0,-87.1462,-1.9807
160,2025-08-21,15833.76,64323.75,34242.94,31,1000000.0,-1.1135,1.5834
161,2025-08-22,-6287.85,86274.2,18428.38,84,1000000.0,-86.4808,-0.6288
162,2025-08-25,-3280.47,24575.95,17123.08,15,1000000.0,-22.3718,-0.328
163,2025-08-26,-970.47,48493.37,9921.64,163,1000000.0,-165.7556,-0.097
164,2025-08-28,60185.1,59656.75,61382.58,18,1000000.0,4.8625,6.0185
165,2025-08-29,100621.96,59976.46,106953.83,116,1000000.0,24.6742,10.0622
166,2025-09-01,-14600.61,16980.52,218.15,9,1000000.0,-168.1311,-1.4601
167,2025-09-02,69097.89,56440.76,107339.5,78,1000000.0,104.2183,6.9098
168,2025-09-03,-38166.58,71747.69,0.0,141,1000000.0,-229.9832,-3.8167
169,2025-09-04,72996.1,57669.77,81913.77,148,1000000.0,-19.0609,7.2996
170,2025-09-05,-32093.78,68528.86,29495.6,97,1000000.0,-22.1938,-3.2094
171,2025-09-08,43792.85,30875.24,67983.58,127,1000000.0,247.1495,4.3793
172,2025-09-09,-47333.07,52341.5,2175.37,37,1000000.0,-139.4461,-4.7333
173,2025-09-10,135014.43,39157.99,138861.77,142,1000000.0,55.221,13.5014
174,2025-09-11,59693.67,37146.73,73119.43,78,1000000.0,-36.8825,5.9694
175,2025-09-12,5153.41,36926.18,26939.41,78,1000000.0,5.431,0.5153
176,2025-09-15,-20636.21,41943.76,15021.91,157,1000000.0,-93.9334,-2.0636
177,2025-09-16,-5086.92,11250.97,0.0,16,1000000.0,-184.8235,-0.5087
178,2025-09-17,-29252.41,54614.98,25097.57,9,1000000.0,-129.3329,-2.9252
179,2025-09-18,89212.93,89517.87,110071.93,177,1000000.0,-34.8988,8.9213
180,2025-09-19,-31499.57,111541.42,13097.32,38,1000000.0,-102.7904,-3.15
181,2025-09-22,70910.3,24161.15,75635.81,113,1000000.0,6.1595,7.091
182,2025-09-23,-42243.06,83075.67,6048.27,178,1000000.0,-306.3825,-4.2243
183,2025-09-24,88245.54,24250.21,97232.28,94,1000000.0,44.6992,8.8246
184,2025-09-25,28099.5,111362.17,52597.51,80,1000000.0,-80.586,2.81
185,2025-09-26,85476.61,42526.99,96671.94,190,1000000.0,19.2344,8.5477
186,2025-09-29,61417.88,47542.25,63777.49,55,1000000.0,125.7761,6.1418
187,2025-09-30,2868.1,57184.67,16492.59,47,1000000.0,-83.1992,0.2868
188,2025-10-01,16107.44,25107.57,17199.16,32,1000000.0,54.4995,1.6107
189,2025-10-03,-20493.23,44095.79,19726.95,19,1000000.0,-83.5356,-2.0493
190,2025-10-06,-10804.6,18568.54,947.95,9,1000000.0,-147.559,-1.0805
191,2025-10-07,3592.08,11820.49,3596.18,20,1000000.0,-8.3515,0.3592
192,2025-10-08,150735.63,109240.5,210989.76,212,1000000.0,260.0907,15.0736
193,2025-10-09,-6620.01,14502.4,0.0,62,1000000.0,-21.881,-0.662
194,2025-10-10,-1573.43,38810.42,1674.63,9,1000000.0,-135.3922,-0.1573
195,2025-10-13,-1030.13,40721.74,19489.85,332,1000000.0,-83.0475,-0.103
196,2025-10-14,57690.01,95265.13,117548.53,66,1000000.0,361.1196,5.769
197,2025-10-15,58342.62,58036.11,69704.7,70,1000000.0,3.7057,5.8343
198,2025-10-16,3100.98,32713.28,19223.61,9,1000000.0,-109.7124,0.3101
199,2025-10-17,62635.74,46071.31,71249.69,19,1000000.0,182.5025,6.2636
200,2025-10-20,-29801.0,79081.47,2373.41,79,1000000.0,-128.1821,-2.9801
