total_pnl,overall_roi_pct,avg_weekly_pnl,max_drawdown,win_rate_pct,avg_trades_per_episode,total_trades,flat_episodes_pct,sharpe_ratio,sortino_ratio,profit_factor,expectancy,position_mode
700279.89,70.03,14589.16,66934.3,93.75,8.3,398,0.0,8.0957,5.336,11.663,14589.16,BOTH
