#{"t_start": 1774263484.523068, "env_id": "None"}
r,l,t
-186.636159,1470,36.635148
-17.562091,1470,66.186008
68.295674,1470,95.931432
-302.671267,1470,125.884842
-25.270276,1470,155.502646
1.453032,1470,187.285008
-558.296956,1470,272.301894
-45.181175,1470,305.908048
-115.923822,1470,338.682186
22.025824,1470,368.895236
-288.644117,1470,401.386239
86.076845,1470,431.538759
-107.140841,1470,464.130127
59.639513,1470,568.240601
-686.582321,1470,600.929418
224.806408,1095,624.28655
-560.35198,1470,657.718396
-30.038603,1470,690.816258
-329.271548,1470,720.630817
-217.328088,1470,751.561563
-34.053274,1470,847.090236
395.276571,1470,878.640262
333.951567,1470,908.841824
-257.754221,1470,941.973862
451.151772,1470,972.825301
320.329478,1470,1001.773258
295.151465,1470,1031.048458
549.643961,1170,1110.858361
-203.834577,1470,1145.429751
171.385358,1470,1181.74078
508.997355,1470,1210.802371
1752.476993,1470,1240.793373
560.001426,1470,1273.550343
1589.962184,1470,1305.457086
73.53107,1470,1398.256278
525.439122,1470,1429.298604
-24.094381,1470,1458.725459
-56.883315,1467,1489.530909
969.651831,1470,1519.646786
305.583948,1470,1550.77264
-122.392082,1470,1583.290915
374.353238,735,1656.609724
627.930616,1095,1678.891113
185.756049,1470,1711.577954
-30.135924,1469,1743.342531
951.765207,1470,1774.127732
90.558022,1470,1806.903608
-44.923615,1470,1839.435463
-51.1393,1470,1929.071033
-30.79939,1470,1960.958536
-53.008129,1470,1992.537379
-23.086037,1470,2025.03261
123.583404,1470,2057.229369
166.60973,1470,2090.080822
-88.145791,1463,2119.731636
-43.45857,1470,2211.887784
-15.194194,1470,2242.084424
208.820901,1110,2264.969268
-16.099448,1470,2299.343783
-24.806506,1470,2327.540743
168.455661,1470,2357.434566
242.779114,1470,2388.558999
307.568607,1095,2471.728965
152.031788,1470,2504.551494
-14.243983,1470,2529.342865
55.257421,1095,2547.397409
-120.585437,1470,2571.90092
504.717884,1470,2596.704009
785.097478,1470,2621.557414
144.806041,1470,2645.76382
110.295005,1470,2721.407902
-8.416181,1110,2740.355454
1025.235798,1095,2758.09343
140.518256,1470,2782.567192
-20.252806,1470,2807.102407
-25.713947,1470,2831.630188
-141.028214,1470,2856.155763
31.510776,1470,2927.845062
529.22448,1470,2952.660806
113.104408,1470,2977.019126
-14.046489,1470,3001.797706
502.489748,1470,3026.171109
489.49859,1470,3050.734506
-11.889484,1470,3074.748798
543.225939,1470,3149.005353
-18.351558,1470,3173.339485
148.6868,1470,3197.77928
-10.19116,1470,3222.219174
-31.921786,1470,3246.676514
-16.097382,1470,3271.309464
87.157811,1470,3345.965054
-32.262309,1110,3364.770684
-19.606412,1470,3389.169709
628.73731,1469,3413.908544
844.990601,1470,3438.225458
370.895602,735,3450.25537
103.917999,1470,3474.975226
-17.617775,1470,3499.313418
537.470389,1470,3568.569714
305.230107,1110,3587.638863
91.5972,1468,3611.947336
-10.279669,1110,3631.035933
299.329517,1470,3655.292286
-14.301258,1470,3679.194311
-86.552094,1095,3697.755907
57.772322,1845,3775.932175
-11.781659,1470,3801.109776
552.785117,1470,3826.18982
96.628199,1470,3850.654752
-19.659449,1470,3875.157001
-11.739787,1470,3899.891152
150.867562,1470,3923.913053
-19.996698,1470,3993.268907
-10.069998,1470,4018.317667
54.644283,1470,4043.194793
178.098224,1470,4067.646653
615.821757,1470,4092.208256
-21.509858,1470,4116.543433
-13.298202,1470,4141.089199
67.719437,1470,4215.665213
977.56125,1470,4240.070539
320.887977,780,4253.688829
324.629268,1470,4278.420167
108.093509,1470,4302.817724
604.433821,1470,4327.00146
-27.39736,1470,4351.672214
262.185954,1110,4414.840242
-28.754968,1470,4439.482625
-23.349705,1470,4463.84019
-15.769291,1470,4488.244964
389.812428,1470,4512.701527
164.409012,1095,4530.091502
-13.143116,1470,4554.457695
526.120928,1470,4629.175709
114.184536,1470,4653.93872
79.190409,1470,4678.209926
-8.297697,1470,4702.403939
-22.460722,1470,4727.260862
350.052564,1110,4745.719994
-11.134302,1470,4770.418453
355.027287,1470,4842.724356
91.582666,1845,4873.536684
-34.972082,1467,4897.695132
76.587475,1470,4922.471271
-15.230739,1470,4946.739844
301.18372,1470,4971.487336
138.719462,1470,4995.827871
157.829152,1470,5071.718323
-17.292423,1470,5095.951511
-19.559997,1470,5121.117337
40.199077,1470,5145.52864
729.285788,1470,5169.722629
-5.773693,1110,5188.230588
-11.743341,1470,5212.648066
92.854687,1470,5284.637705
-6.628693,1110,5303.25913
-9.222143,1470,5327.285334
136.054039,1470,5351.512319
310.053054,1095,5370.132717
-16.399524,1470,5394.152398
-14.70225,1470,5418.326581
-11.166925,1470,5492.698693
125.920565,1468,5517.128699
538.998508,1470,5541.619443
638.217268,1470,5566.201236
156.005321,1470,5590.19195
-16.876311,1470,5614.430795
335.774693,1110,5633.380093
-9.06945,1470,5702.010859
227.824,1110,5720.225112
390.168913,1095,5738.151744
579.191396,1469,5762.386807
-9.995081,1470,5786.077993
270.921992,1110,5805.202203
-10.643116,1470,5829.374174
540.466955,1470,5853.860913
-28.700681,1470,5922.424214
-18.149918,1470,5946.958193
-13.8736,1470,5971.415097
-12.511501,1470,5996.271477
-11.17866,1470,6020.841879
507.088392,1469,6045.754892
-12.818126,1470,6070.024256
-17.38649,1530,6141.406146
203.4489,1110,6160.075009
221.170876,1170,6178.660862
482.065116,1470,6203.547739
-23.34958,1470,6228.121083
-23.100545,1110,6246.533838
69.387511,1470,6270.946173
-11.522926,1470,6340.068682
-19.821406,1470,6363.964048
271.335406,1095,6382.601909
447.548867,1470,6406.756159
705.710312,1470,6431.429582
-21.660235,1470,6455.565315
-10.806062,1470,6479.706948
-10.783137,1470,6554.368317
398.331829,1470,6578.703849
-10.936264,1470,6603.328566
-13.011501,1470,6627.888818
-33.605743,1470,6652.147333
-16.734298,1470,6677.575528
329.305368,1470,6703.121503
-20.757115,1470,6777.896613
464.292065,1470,6802.819403
-9.242575,1470,6827.809557
513.818225,1470,6852.349016
-26.652023,1470,6876.49603
173.571884,1470,6900.843536
1152.300219,1470,6925.42087
-8.316034,1470,6995.03399
1472.46363,1470,7019.442216
65.824692,1470,7044.039408
-24.299995,1470,7068.148384
-22.582381,1469,7092.875168
-16.68577,1470,7117.474507
382.33366,1470,7141.547575
153.287851,1468,7216.968522
161.378575,1095,7235.536874
