month,pnl,max_drawdown,trades,investment,avg_pnl,roi_pct
2020-02,166784.32,66137.48,1146,1000000.0,8339.22,16.68
2020-03,-116248.03,331954.15,276,1000000.0,-5535.62,-11.62
2020-04,17354.02,36476.45,461,1000000.0,964.11,1.74
2020-05,55157.71,44017.37,597,1000000.0,2903.04,5.52
