total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
-46045.52,-4.6,-324.26,38260.1,2.82,3.3,466,-1.8985
