#{"t_start": 1773824443.562212, "env_id": "None"}
r,l,t
-853.758533,780,16.488495
-3593.286701,1470,36.714999
-3731.622441,1470,57.566091
-2765.669127,1470,131.846944
-2288.732442,1470,152.183855
-3447.713423,1470,172.058512
-3364.292704,1470,194.239262
-1111.741561,1095,269.450661
-1062.178696,1095,285.534271
-1757.779442,1470,306.103683
-2194.970471,1110,321.228265
-423.835247,1095,393.505124
-2601.866354,1470,415.569217
-3079.256773,1470,436.529633
-3503.200104,1470,456.389746
-2124.788105,1470,529.865236
-2206.472051,1470,550.570678
-1279.120977,1470,571.601023
-3330.34949,1470,644.575689
-1585.779258,1470,666.541487
-995.480871,1469,688.760418
-476.065539,1470,767.706243
-1092.258542,1470,790.737163
-815.223982,1095,806.678771
-2706.174947,1470,833.721714
-786.431716,1470,929.686384
-1927.975913,1470,951.979929
-1007.845882,1470,973.867873
-2062.526107,1470,1056.190506
-40.167724,1470,1076.989211
-1658.431577,1470,1100.816915
-471.615605,1470,1122.18682
-533.390486,1470,1199.535694
-1317.595536,1470,1219.846387
663.194445,1149,1235.597634
119.993825,1470,1311.905502
-537.849413,1470,1332.476448
-546.981188,1470,1354.220776
-1363.137862,1470,1375.336126
-49.678433,1469,1452.886105
-574.445697,1470,1475.108741
114.648333,1470,1496.812565
-217.251109,1470,1575.998497
-174.150943,1470,1597.588616
69.40228,1470,1618.163207
-731.549066,1470,1638.870971
108.884585,1470,1709.538023
-324.640408,1095,1724.9209
-726.479795,1470,1745.498883
-554.274425,1470,1825.486848
-408.285375,1470,1846.077284
-373.501306,1095,1861.919541
28.669276,1470,1882.420529
-808.929141,1470,1964.092542
-836.155213,1470,1985.072122
-217.747723,1469,2005.864208
-430.271389,1470,2079.514082
-187.067537,1470,2100.217208
-244.896756,1469,2121.422662
1461.655865,1149,2137.413052
-26.769168,1470,2216.847163
88.326626,1095,2232.224024
115.170147,1470,2253.265206
-379.961769,1470,2273.993896
95.561669,1470,2352.726511
-29.355642,780,2363.910407
-368.866465,1470,2384.835613
234.48181,1470,2405.304211
-300.465484,1095,2479.917022
-133.154119,1470,2501.066732
-162.052088,1470,2522.251418
410.774584,1470,2599.548069
-519.493178,1470,2620.216767
-698.740236,1470,2641.030506
-81.75535,1470,2662.063602
-91.574068,1470,2737.65345
-205.130603,1470,2758.696616
-14.447521,1470,2779.238034
-524.828757,1470,2856.791332
300.475495,1470,2879.168316
-150.183534,1470,2900.834575
-597.339767,1470,2992.349118
-159.924485,1470,3013.230661
-561.402312,1470,3034.138448
-612.706682,1470,3055.035762
-24.682727,1470,3131.681096
-663.925232,1470,3152.050963
-64.236451,1470,3172.473013
-420.040816,1470,3249.63723
-232.537726,1470,3270.634406
-323.348419,1470,3291.556904
-473.615379,1470,3311.998925
