episode,date,pnl,max_drawdown,peak_pnl,trades,investment,total_reward,return_pct
1,2025-01-01,1053.0,15.88,1053.0,345,14544.012706952935,1.0451,7.2401
2,2025-01-02,0.0,0.0,0.0,345,1000000.0,0.0,0.0
3,2025-01-03,884.11,42.14,884.11,345,12955.089220911714,0.863,6.8244
4,2025-01-06,0.0,0.0,0.0,345,1000000.0,0.0,0.0
5,2025-01-07,0.0,0.0,0.0,345,1000000.0,0.0,0.0
6,2025-01-08,1087.53,2204.93,1087.53,345,14483.307075461653,-25.1078,7.5089
7,2025-01-09,545.23,98.33,545.23,345,14202.960156973722,0.4961,3.8389
8,2025-01-10,359.74,0.0,359.74,345,12947.95001786606,0.3597,2.7784
9,2025-01-13,679.05,919.0,679.05,345,7530.782859997089,-1.8444,9.017
10,2025-01-14,0.0,0.0,0.0,345,1000000.0,0.0,0.0
11,2025-01-15,0.0,0.0,0.0,345,1000000.0,0.0,0.0
12,2025-01-16,876.96,454.8,876.96,345,13305.606209574808,-0.0007,6.5909
13,2025-01-17,720.75,606.08,720.75,345,12506.636566522911,-0.3339,5.763
14,2025-01-20,430.84,0.0,430.84,345,7865.758430500091,0.4308,5.4774
15,2025-01-21,1378.8,0.0,1378.8,345,5443.042744241166,1.3788,25.3313
16,2025-01-22,0.0,0.0,0.0,345,1000000.0,0.0,0.0
17,2025-01-23,301.58,0.0,301.58,345,13925.435188329539,0.3016,2.1657
18,2025-01-24,1223.87,276.51,1223.87,345,12215.213623803038,0.8274,10.0193
19,2025-01-27,0.0,0.0,0.0,345,1000000.0,0.0,0.0
20,2025-01-28,0.0,0.0,0.0,345,1000000.0,0.0,0.0
21,2025-01-29,0.0,0.0,0.0,345,1000000.0,0.0,0.0
22,2025-01-30,0.0,0.0,0.0,345,1000000.0,0.0,0.0
23,2025-01-31,370.28,206.43,370.28,345,12888.285359692418,0.1791,2.873
24,2025-02-01,1594.78,3393.07,1594.78,345,11157.97556006387,-110.6958,14.2927
25,2025-02-03,879.93,335.64,879.93,345,7561.084019275722,0.616,11.6376
26,2025-02-04,0.0,0.0,0.0,345,1000000.0,0.0,0.0
27,2025-02-05,0.0,0.0,0.0,345,1000000.0,0.0,0.0
28,2025-02-06,0.0,0.0,0.0,345,1000000.0,0.0,0.0
29,2025-02-07,0.0,0.0,0.0,345,1000000.0,0.0,0.0
30,2025-02-10,0.0,0.0,0.0,345,1000000.0,0.0,0.0
31,2025-02-11,0.0,0.0,0.0,345,1000000.0,0.0,0.0
32,2025-02-12,0.0,0.0,0.0,345,1000000.0,0.0,0.0
33,2025-02-13,301.59,5611.22,301.59,345,13030.676616973642,-561.515,2.3144
34,2025-02-14,985.42,298.48,985.42,345,12074.322187314056,0.7588,8.1613
35,2025-02-17,1611.74,0.0,1611.74,345,7578.530216563968,1.6117,21.2672
36,2025-02-18,0.0,0.0,0.0,345,1000000.0,0.0,0.0
37,2025-02-19,0.0,0.0,0.0,345,1000000.0,0.0,0.0
38,2025-02-20,-3237.59,3907.98,628.03,345,12955.177541365947,-461.5961,-24.9907
39,2025-02-21,0.0,0.0,0.0,345,1000000.0,0.0,0.0
40,2025-02-24,1064.69,293.82,1064.69,345,7302.581721932074,0.7846,14.5797
41,2025-02-25,-4176.37,4176.37,0.0,345,4176.365096728147,-409.7626,-100.0
42,2025-02-27,0.0,0.0,0.0,345,1000000.0,0.0,0.0
43,2025-02-28,377.03,0.0,377.03,345,12260.686065375512,0.377,3.0751
44,2025-03-03,0.0,0.0,0.0,345,1000000.0,0.0,0.0
45,2025-03-04,0.0,0.0,0.0,345,1000000.0,0.0,0.0
46,2025-03-05,0.0,0.0,0.0,345,1000000.0,0.0,0.0
47,2025-03-06,1168.48,243.13,1168.48,345,12626.251436533812,1.0469,9.2544
48,2025-03-07,693.35,0.0,693.35,345,11944.056766956464,0.6933,5.805
49,2025-03-10,0.0,0.0,0.0,345,1000000.0,0.0,0.0
50,2025-03-11,-3690.91,4873.07,571.64,323,18600.839868474097,-639.1547,-19.8427
51,2025-03-12,0.0,0.0,0.0,345,1000000.0,0.0,0.0
52,2025-03-13,0.0,0.0,0.0,345,1000000.0,0.0,0.0
53,2025-03-17,960.61,947.27,960.61,345,6822.208465585754,-6.0056,14.0807
54,2025-03-18,0.0,0.0,0.0,345,1000000.0,0.0,0.0
55,2025-03-19,764.22,705.79,764.22,345,14150.399334334907,-0.0308,5.4007
56,2025-03-20,0.0,0.0,0.0,345,1000000.0,0.0,0.0
57,2025-03-21,0.0,0.0,0.0,345,1000000.0,0.0,0.0
58,2025-03-24,0.0,0.0,0.0,345,1000000.0,0.0,0.0
59,2025-03-25,684.79,3402.56,684.79,345,5102.720781605603,-83.6213,13.4202
60,2025-03-26,0.0,0.0,0.0,345,1000000.0,0.0,0.0
61,2025-03-27,932.68,350.16,932.68,345,13483.14084982062,0.7228,6.9174
62,2025-03-28,0.0,0.0,0.0,345,1000000.0,0.0,0.0
63,2025-04-01,0.0,0.0,0.0,345,1000000.0,0.0,0.0
64,2025-04-02,0.0,0.0,0.0,345,1000000.0,0.0,0.0
65,2025-04-03,-998.0,2624.84,732.89,345,13086.642414611151,-318.913,-7.6261
66,2025-04-04,0.0,0.0,0.0,345,1000000.0,0.0,0.0
67,2025-04-07,0.0,0.0,0.0,345,1000000.0,0.0,0.0
68,2025-04-08,1444.76,233.04,1444.76,345,4488.288968289044,1.2988,32.1896
69,2025-04-09,0.0,0.0,0.0,345,1000000.0,0.0,0.0
70,2025-04-11,0.0,0.0,0.0,345,1000000.0,0.0,0.0
71,2025-04-15,0.0,0.0,0.0,345,1000000.0,0.0,0.0
72,2025-04-16,504.25,1281.61,504.25,345,14784.78683008193,-16.7587,3.4106
73,2025-04-17,0.0,0.0,0.0,345,1000000.0,0.0,0.0
74,2025-04-21,-6362.06,6534.5,0.0,345,7694.957010148255,-901.2566,-82.6783
75,2025-04-22,-4852.45,4852.45,0.0,340,4852.446009129924,-536.9762,-100.0
76,2025-04-23,0.0,0.0,0.0,345,1000000.0,0.0,0.0
77,2025-04-24,0.0,0.0,0.0,345,1000000.0,0.0,0.0
