total_pnl,overall_roi_pct,avg_daily_pnl,max_drawdown,win_rate_pct,avg_trades_per_day,total_trades,sharpe_ratio
-10874.53,-1.09,-76.58,9020.59,33.8,2.1,304,-0.8475
