#{"t_start": 1773914969.0360777, "env_id": "None"}
r,l,t
-3704.098034,1470,34.137791
-3028.355978,1470,55.419115
-3538.989079,1470,77.408425
-3324.935957,1470,150.009912
-1841.664701,1095,167.08443
-3207.398695,1470,189.087249
-1845.535304,1095,205.349985
-3281.735099,1470,275.054703
-1737.663531,1095,291.546042
-3020.150769,1470,314.188387
-2653.787972,1470,384.744227
-2104.35161,1470,407.567928
-3444.122569,1470,430.478758
-2928.033463,1470,453.033117
-3409.915054,1470,520.611908
-2676.769194,1470,543.441272
-3110.247152,1469,566.224693
-2953.192738,1470,636.425854
-2526.619588,1470,659.320641
-2966.666573,1470,682.221215
-2632.133616,1470,704.917877
-2316.350496,1470,772.769402
-3014.588692,1470,795.198106
-1288.907094,1470,818.222947
-2127.963744,1470,888.907765
-2689.781251,1470,911.212386
-1456.996625,1470,934.030944
-2106.642337,1470,1004.694667
-3093.014367,1467,1027.439978
-1952.047742,1470,1049.971566
-448.658284,1110,1067.400458
-1384.696285,1470,1134.931124
-1345.031977,1470,1157.77151
-777.132134,1470,1180.85087
-455.570962,1095,1198.299958
-667.18318,1110,1265.245582
-722.068526,1470,1287.922496
-530.504787,1470,1310.9422
-1024.600045,1470,1381.445276
-605.333559,1470,1404.762217
-327.627373,780,1417.263023
-535.531758,1095,1434.499519
-735.119856,1470,1457.312568
-1130.99508,1470,1530.428853
-248.347194,1470,1555.223376
-234.797429,1470,1578.764012
-275.363523,1095,1641.379906
-131.859865,1470,1664.531484
-907.849432,1470,1687.949283
-198.689255,1470,1711.68928
-790.429026,1470,1782.561441
-261.759645,780,1794.466316
-310.5025,1470,1818.119686
-346.29363,1470,1886.587562
371.190832,1470,1909.74815
-61.587288,1470,1933.119407
-423.614286,1470,1956.641181
-261.646473,1470,2031.077737
-591.717382,1470,2054.335592
-121.479301,1470,2077.995451
-300.77087,1470,2141.177234
-117.171216,1095,2158.635361
28.980721,1095,2176.570819
-246.895546,1470,2200.407267
-79.179277,1470,2271.267122
-514.733912,1470,2294.246891
-234.793781,1470,2317.57184
98.593991,1095,2336.043593
-250.710171,1470,2407.55413
-158.074988,1470,2430.366466
-60.127465,1470,2454.152332
-240.746928,1470,2525.217037
211.937981,1470,2550.737246
183.779063,1470,2576.739413
-739.890032,1470,2601.37031
-110.952738,1470,2673.765925
-502.238016,1470,2697.527415
457.869027,1470,2721.370102
-124.68552,1470,2790.940786
-357.211741,1470,2813.753062
-51.424347,1470,2837.628239
-265.652658,1470,2908.752
-335.214914,1470,2931.989247
-419.951108,1470,2955.806646
246.866266,1470,2979.099285
-372.997163,1470,3049.827958
-74.951722,1095,3067.429361
25.208423,1470,3090.839487
683.824602,1470,3114.577097
-455.839791,1470,3187.264843
-528.66685,1470,3210.59737
61.75252,780,3222.747607
-116.880824,1470,3300.687217
53.008375,1470,3325.359603
-1144.925526,1470,3351.363214
-439.423116,1470,3375.526499
171.378838,1470,3446.555363
71.65978,1470,3470.776544
-297.812225,1470,3494.471231
-165.913082,1470,3569.626139
573.434954,1470,3592.954574
-7.673576,1470,3616.265299
627.679908,1470,3640.382407
226.03941,1470,3715.276343
224.458384,1095,3732.808133
201.666954,1470,3756.543644
-44.830416,1470,3830.866235
86.08668,720,3842.344217
-457.763975,1470,3866.035001
210.630145,1470,3889.995638
-260.314811,1470,3963.941061
450.617685,1470,3987.29851
-524.40544,1470,4011.055989
167.113816,1095,4029.187402
33.915177,1095,4097.784249
-69.129485,1470,4121.195431
26.033794,1470,4145.423557
-465.930222,1470,4216.128724
9.112975,1470,4239.621039
-191.439857,1470,4263.019197
-127.585019,1470,4285.852587
-244.65447,1470,4357.20428
-231.061806,1470,4381.048948
-58.865268,1470,4404.875396
-134.982303,1470,4481.825136
212.638181,1470,4505.917114
231.577895,1470,4528.768631
679.728499,1470,4552.09791
-222.435286,1470,4627.773154
-661.398341,1470,4651.249546
-35.695018,1470,4674.559911
-351.380743,1470,4744.945457
185.823641,1470,4768.076828
148.933702,780,4780.133169
312.941506,1470,4803.539048
-487.984201,1470,4873.802068
-6.049493,1470,4897.025367
-89.364448,1470,4920.223736
11.480305,1470,4991.093009
-161.502435,1095,5008.366704
-111.84783,1470,5031.580772
117.502878,1470,5054.80483
107.69749,1470,5125.291403
-181.414216,1470,5147.86734
455.365041,1470,5171.218786
322.448479,1110,5188.844215
2.392129,1470,5259.017122
-938.514097,1470,5294.61669
-374.934991,1470,5317.342352
138.049288,1470,5403.362019
-292.108597,1470,5426.458802
35.447826,1470,5462.848345
179.382208,1110,5480.508177
-166.724828,1470,5548.375524
71.932116,1470,5571.713077
430.772996,1470,5595.142952
-38.669633,1470,5666.088447
-208.843614,1470,5689.319448
216.658544,1470,5712.448005
159.754131,1470,5735.772788
915.024823,1470,5806.388294
-62.240653,1470,5829.75861
38.188444,1470,5852.9286
-276.043435,1470,5923.235707
-534.677818,1095,5940.738479
-73.178666,1110,5958.739273
271.921571,1470,5994.771053
-43.963364,1470,6142.6467
-224.739361,1095,6170.983217
16.438987,1095,6207.438004
-11.17866,1470,6256.44062
572.353623,1470,6393.220505
451.47512,1470,6442.126808
-149.665333,1110,6480.469353
55.45657,1470,6615.450325
-493.089684,1470,6664.446168
75.082858,1470,6707.361415
-327.451691,1470,6755.430968
-38.833965,1470,6895.324823
-346.566647,1470,6944.061647
-294.842495,1470,6992.992615
710.44278,1470,7132.913194
-83.792849,1470,7180.898261
354.37627,1095,7218.302851
-297.575031,1470,7258.264466
-318.861034,1470,7400.736552
-284.305062,1470,7444.312967
42.953181,1470,7493.407529
163.338742,1470,7641.6106
-181.645926,1470,7690.541587
420.682041,1470,7739.457618
-421.548143,1470,7783.379238
-230.309258,1470,7918.735913
656.759211,1470,7963.991809
-327.22609,1470,8009.665193
511.486277,1470,8157.816468
-48.180848,1470,8206.649045
155.271375,1470,8255.630503
125.218308,1095,8291.97756
732.062333,1470,8437.402371
24.950689,1469,8486.3722
-52.326015,1470,8525.817816
355.696766,1470,8677.209007
-253.060007,1470,8722.618199
-24.965153,1095,8758.83407
457.049271,1470,8808.047868
-297.045679,1470,8953.807495
184.632459,1470,9002.484106
13.980411,1470,9046.535503
-317.135642,1470,9199.556369
-36.801508,1470,9241.000726
442.880523,1470,9288.966832
-145.702237,1470,9338.019761
