#{"t_start": 1773914968.5186355, "env_id": "None"}
r,l,t
-3590.229747,1470,34.655499
-3459.723225,1470,55.93434
-2636.630462,1470,77.926641
-3177.132103,1470,150.52726
-3213.626542,1470,173.493589
-3086.565971,1470,195.3153
-2609.733084,1470,264.982338
-3286.155449,1470,286.984979
-2747.52151,1470,309.508961
-2737.038051,1470,332.320661
-2451.984145,1470,402.773873
-2009.139683,1470,425.657287
-2831.194362,1470,448.384983
-2369.401736,1470,515.95162
-1869.560034,1470,538.829918
-3087.577317,1470,561.562899
-2005.026131,1470,584.482843
-3061.608229,1470,654.551137
-1487.338714,1110,672.099041
-2289.249811,1470,694.806084
-2597.023742,1470,762.777437
-2496.07141,1470,785.468479
-1358.295026,1470,808.207323
-2360.031239,1470,831.015997
-2430.091138,1470,901.39734
-2161.795781,1470,923.647775
-888.039133,1470,946.597516
-1190.252084,1110,1011.970752
-774.321381,1470,1034.573647
-450.14965,1470,1057.192509
-1757.923062,1470,1079.825144
-731.312584,1470,1147.675128
-822.950293,1470,1170.422591
-961.68964,1470,1193.59253
-963.782202,1470,1266.348138
-554.880958,1470,1289.020606
-607.232793,1470,1312.053382
-439.37605,1470,1382.532315
-417.680844,780,1395.023375
-1921.792697,1470,1418.585536
-323.381265,780,1430.747328
-524.367335,1110,1447.925328
-1505.041359,1470,1520.924595
-406.921066,1470,1545.033792
-346.347223,1470,1569.01499
-219.848823,1095,1586.592888
-756.628608,1470,1655.302353
-683.389547,1470,1678.383858
-302.019499,1470,1701.701092
34.008255,1470,1772.906873
-844.00115,1470,1795.871163
-165.482809,1095,1813.649048
-556.669718,1470,1836.409031
-325.967755,1470,1905.191626
-79.6028,1470,1928.411547
-298.333422,1470,1952.034295
0.837402,1470,2026.206958
-746.107665,1149,2044.979158
-33.584369,1470,2068.380969
-432.522456,1470,2091.910881
12.819591,1470,2155.129756
17.998163,1470,2178.985604
281.043991,1095,2196.868711
-342.557823,1470,2267.746587
-508.50652,1470,2290.546572
-248.297473,1470,2313.784113
-252.102776,1470,2338.257199
78.951805,1470,2409.903857
89.195357,1470,2432.732999
-191.554128,1470,2456.527622
-287.124103,1110,2521.20028
-445.530407,1470,2546.879598
194.72096,1470,2572.852106
87.97557,1470,2597.99172
-592.038648,1470,2670.204122
-301.576387,1470,2693.847143
-590.390619,1467,2717.562124
-110.590483,1470,2787.330131
-449.916796,1470,2810.215161
101.859735,1470,2833.736256
-482.269484,1470,2857.170608
-71.809021,1470,2928.39401
-20.781819,1470,2951.966463
-19.605054,1095,2969.468866
-676.787191,1470,3040.469421
-518.890358,1470,3063.558276
-72.030765,1470,3087.14911
-120.908667,1470,3110.827789
-154.175272,1470,3183.858621
313.525337,1470,3207.16599
-155.970274,1470,3230.372321
-131.007912,780,3243.428904
235.7719,1470,3321.231978
-23.104657,1470,3347.446847
37.131041,1470,3372.014653
63.441879,1470,3442.734127
-477.302909,1470,3467.07782
-8.115778,1110,3484.980057
639.180312,1470,3508.773765
234.760977,1470,3583.566333
261.003788,1470,3606.710878
15.298806,780,3619.507599
81.907389,1470,3694.994619
-60.036024,1110,3712.442014
-161.807552,1470,3736.282799
117.937149,1470,3760.105869
-237.55658,1095,3828.383141
-34.229286,1470,3851.790138
-353.627128,1470,3875.824355
-253.615365,1470,3899.493997
-306.875655,1470,3973.303361
-251.960257,1110,3990.939722
222.123735,1470,4014.756839
143.421998,1470,4089.643823
-85.026374,1470,4113.209402
33.086216,1470,4136.831698
232.106667,1470,4160.803231
-245.45611,1470,4231.271574
-287.022616,1110,4249.10638
572.896636,1469,4272.366768
-168.246308,1470,4343.741482
-700.281504,1470,4366.753652
794.861649,1469,4390.905761
-57.06116,1470,4414.635866
349.56504,1470,4492.194343
-754.716634,1470,4515.287461
-257.246961,1470,4538.501044
534.75839,1470,4614.403558
-359.496926,1470,4637.805676
-161.037959,1470,4660.751976
-16.598101,1470,4683.800863
-280.075496,1470,4754.158584
109.893045,1470,4777.566219
1118.358309,1149,4795.713347
217.86809,1470,4866.007288
-60.519348,1470,4889.22103
116.66828,1470,4912.240739
311.882501,1095,4929.672984
-288.053271,1470,5000.786641
-4.808606,1470,5024.062353
163.134474,1470,5047.177908
185.115418,1470,5117.753665
296.888594,1470,5140.273592
69.05061,1470,5163.588475
-12.020477,1470,5186.851578
-374.259388,1470,5257.098683
-346.272798,1470,5292.581375
27.454607,1470,5315.376726
-41.937414,1470,5401.46028
-120.669119,1470,5424.412158
-82.91941,1470,5460.751085
-110.889623,1470,5484.004097
